2.077636718750000000e-01 0.000000000000000000e+00 0.000000000000000000e+00
-1.175842285156250000e-01 0.000000000000000000e+00 1.000000000000000000e+00
-2.545471191406250000e-01 0.000000000000000000e+00 2.000000000000000000e+00
2.929992675781250000e-01 0.000000000000000000e+00 3.000000000000000000e+00
3.624572753906250000e-01 0.000000000000000000e+00 4.000000000000000000e+00
2.725524902343750000e-01 0.000000000000000000e+00 5.000000000000000000e+00
-1.106567382812500000e-01 0.000000000000000000e+00 6.000000000000000000e+00
3.041687011718750000e-01 0.000000000000000000e+00 7.000000000000000000e+00
2.060241699218750000e-01 0.000000000000000000e+00 8.000000000000000000e+00
2.019653320312500000e-01 0.000000000000000000e+00 9.000000000000000000e+00
3.266906738281250000e-01 0.000000000000000000e+00 1.000000000000000000e+01
2.124328613281250000e-01 0.000000000000000000e+00 1.100000000000000000e+01
1.763916015625000000e-01 0.000000000000000000e+00 1.200000000000000000e+01
7.385253906250000000e-03 0.000000000000000000e+00 1.300000000000000000e+01
2.631225585937500000e-01 0.000000000000000000e+00 1.400000000000000000e+01
2.402343750000000000e-01 0.000000000000000000e+00 1.500000000000000000e+01
1.889343261718750000e-01 0.000000000000000000e+00 1.600000000000000000e+01
2.437744140625000000e-01 0.000000000000000000e+00 1.700000000000000000e+01
1.429138183593750000e-01 0.000000000000000000e+00 1.800000000000000000e+01
2.723083496093750000e-01 0.000000000000000000e+00 1.900000000000000000e+01
1.927490234375000000e-01 0.000000000000000000e+00 2.000000000000000000e+01
1.927490234375000000e-01 0.000000000000000000e+00 2.100000000000000000e+01
3.412170410156250000e-01 0.000000000000000000e+00 2.200000000000000000e+01
1.906127929687500000e-01 0.000000000000000000e+00 2.300000000000000000e+01
2.684936523437500000e-01 0.000000000000000000e+00 2.400000000000000000e+01
3.771667480468750000e-01 0.000000000000000000e+00 2.500000000000000000e+01
-1.332702636718750000e-01 0.000000000000000000e+00 2.600000000000000000e+01
-1.187438964843750000e-01 0.000000000000000000e+00 2.700000000000000000e+01
2.961425781250000000e-01 0.000000000000000000e+00 2.800000000000000000e+01
-1.353759765625000000e-01 0.000000000000000000e+00 2.900000000000000000e+01
-1.106567382812500000e-01 0.000000000000000000e+00 3.000000000000000000e+01
1.994323730468750000e-01 0.000000000000000000e+00 3.100000000000000000e+01
-1.303405761718750000e-01 0.000000000000000000e+00 3.200000000000000000e+01
-1.122741699218750000e-01 0.000000000000000000e+00 3.300000000000000000e+01
-1.009216308593750000e-01 0.000000000000000000e+00 3.400000000000000000e+01
