site, 1st layer, 2nd layer, 3rd layer, adsorption energy (eV), row id ads, row id slab
0,0,0,1,0,1,0,3,1,1,0,0,0,0,3,1,0,0,2,0,-0.734183,1,1
0,0,1,0,0,0,0,3,1,2,0,1,1,0,1,0,0,1,2,0,-0.007194,2,1
0,0,0,0,1,1,0,2,2,1,0,0,2,0,1,2,0,0,1,0,-0.959588,3,1
0,0,1,0,0,1,0,2,2,1,0,1,0,1,1,0,0,0,2,1,-0.062739,4,1
0,0,0,0,1,1,0,3,1,1,0,2,1,0,0,0,1,0,2,0,-1.047656,5,1
1,0,0,0,0,0,0,3,1,2,1,0,1,0,1,1,1,0,0,1,0.329417,6,1
0,0,0,1,0,0,0,3,1,2,0,1,0,1,1,1,0,0,2,0,-0.673036,7,1
0,0,1,0,0,1,0,2,2,1,1,1,0,0,1,0,1,1,1,0,-0.076148,8,1
0,0,1,0,0,1,0,3,1,1,1,0,1,1,0,1,0,1,0,1,-0.037645,9,1
0,0,1,0,0,3,0,1,1,1,0,0,2,1,0,2,0,1,0,0,-0.031226,10,2
0,0,0,0,1,2,1,1,1,1,1,0,2,0,0,3,0,0,0,0,-0.792701,11,2
0,0,0,1,0,1,1,2,0,2,1,0,2,0,0,1,0,1,1,0,-0.364257,12,2
1,0,0,0,0,1,1,2,0,2,0,1,1,1,0,3,0,0,0,0,0.317540,13,2
0,0,0,0,1,3,0,1,1,1,0,0,2,0,1,3,0,0,0,0,-0.970322,14,2
1,0,0,0,0,2,1,1,1,1,0,0,2,1,0,2,0,1,0,0,0.375874,15,2
0,0,1,0,0,2,1,1,1,1,0,1,1,0,1,2,0,0,1,0,-0.058659,16,2
1,0,0,0,0,1,1,2,0,2,0,0,2,0,1,3,0,0,0,0,0.385999,17,2
0,1,0,0,0,3,0,1,1,1,1,1,1,0,0,2,0,0,1,0,0.390304,18,2
1,0,0,0,0,0,2,1,2,1,0,1,0,1,1,0,0,1,2,0,0.396941,19,3
0,0,0,1,0,2,1,1,1,1,1,0,0,1,1,0,0,1,1,1,-0.557739,20,3
0,1,0,0,0,2,1,0,3,0,0,2,0,1,0,1,0,1,0,1,0.340231,21,3
0,0,1,0,0,2,1,0,3,0,2,0,0,1,0,0,0,1,1,1,-0.047767,22,3
0,0,0,1,0,0,2,1,2,1,1,1,1,0,0,0,0,0,0,3,-0.464543,23,3
0,0,0,1,0,2,1,1,1,1,0,2,0,1,0,0,0,2,0,1,-0.637102,24,3
0,1,0,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0.364478,25,3
0,0,0,0,1,2,1,0,3,0,0,1,1,0,1,0,0,1,1,1,-1.055410,26,3
1,0,0,0,0,0,2,1,2,1,1,1,0,1,0,1,0,2,0,0,0.379524,27,3
0,0,0,1,0,0,2,0,3,1,0,0,3,0,0,0,1,1,0,1,-0.348206,28,4
0,1,0,0,0,0,2,0,4,0,1,1,1,0,0,1,0,1,0,1,0.324251,29,4
0,1,0,0,0,0,2,0,3,1,1,0,1,1,0,1,1,0,1,0,0.372940,30,4
0,0,0,1,0,0,2,0,3,1,0,2,1,0,0,1,0,1,1,0,-0.515024,31,4
0,0,0,1,0,0,2,0,3,1,0,1,0,2,0,2,0,0,1,0,-0.586663,32,4
0,0,0,0,1,0,2,0,4,0,0,0,1,1,1,2,1,0,0,0,-1.104747,33,4
0,0,0,1,0,0,2,0,4,0,0,1,1,1,0,0,0,0,2,1,-0.616632,34,4
0,0,0,1,0,0,2,0,3,1,0,0,1,1,1,1,0,0,0,2,-0.536471,35,4
0,1,0,0,0,0,2,0,3,1,1,1,0,0,1,1,0,0,1,1,0.400051,36,4
0,0,0,1,0,3,0,0,2,1,1,0,0,1,1,1,1,0,0,1,-0.723852,37,5
1,0,0,0,0,1,1,0,3,1,0,0,1,2,0,0,1,1,1,0,0.379231,38,5
0,0,0,1,0,2,1,0,3,0,1,0,1,0,1,1,0,1,1,0,-0.707052,39,5
1,0,0,0,0,2,1,0,3,0,0,0,0,2,1,0,1,0,0,2,0.307167,40,5
0,0,0,1,0,3,0,0,2,1,0,1,0,1,1,1,0,1,0,1,-0.696736,41,5
1,0,0,0,0,1,1,0,3,1,0,0,0,1,2,2,0,0,0,1,0.348706,42,5
0,0,0,1,0,1,1,0,3,1,1,1,0,1,0,0,0,0,1,2,-0.694159,43,5
0,0,0,0,1,2,1,0,3,0,0,1,0,2,0,1,0,0,1,1,-1.258111,44,5
0,1,0,0,0,3,0,0,2,1,0,0,1,2,0,0,0,0,2,1,0.334620,45,5
0,1,0,0,0,2,1,1,2,0,0,1,0,0,2,1,0,1,0,1,0.274754,46,6
0,1,0,0,0,3,1,1,1,0,1,0,0,0,2,0,0,2,0,1,0.266609,47,6
0,0,1,0,0,3,2,0,1,0,1,0,1,0,1,1,0,0,0,2,-0.044547,48,6
0,0,0,1,0,3,2,0,1,0,0,1,1,0,1,1,1,1,0,0,-0.666574,49,6
1,0,0,0,0,2,1,1,2,0,0,0,1,1,1,0,2,0,0,1,0.384405,50,6
1,0,0,0,0,3,1,1,1,0,0,2,1,0,0,1,1,0,0,1,0.386636,51,6
0,0,0,1,0,3,1,1,1,0,0,0,1,1,1,2,1,0,0,0,-0.707692,52,6
1,0,0,0,0,3,2,0,1,0,0,1,0,1,1,1,1,1,0,0,0.383286,53,6
1,0,0,0,0,2,1,1,2,0,1,1,1,0,0,2,0,1,0,0,0.383117,54,6
0,0,1,0,0,0,1,3,0,2,0,0,2,0,1,0,1,1,0,1,-0.039283,55,7
0,0,0,0,1,0,1,4,1,0,0,0,2,1,0,0,1,1,1,0,-0.952208,56,7
0,0,1,0,0,0,0,3,1,2,0,0,1,2,0,0,1,0,0,2,-0.095601,57,7
0,0,1,0,0,0,0,3,1,2,0,1,1,0,1,0,0,3,0,0,-0.024253,58,7
0,0,1,0,0,0,1,3,0,2,0,0,1,1,1,0,1,1,1,0,0.046239,59,7
0,0,1,0,0,0,1,4,1,0,0,0,1,1,1,0,0,1,1,1,-0.112124,60,7
0,0,0,0,1,0,1,4,1,0,0,1,1,0,1,0,1,1,0,1,-1.102980,61,7
0,1,0,0,0,0,0,3,1,2,0,0,2,0,1,0,1,0,2,0,0.314032,62,7
0,0,0,1,0,0,1,3,0,2,0,1,1,1,0,0,0,1,1,1,-0.548263,63,7
0,1,0,0,0,1,0,1,3,1,2,0,1,0,0,3,0,0,0,0,0.468591,64,8
0,0,0,0,1,1,2,1,2,0,2,1,0,0,0,1,1,0,0,1,-0.977645,65,8
0,0,1,0,0,0,2,0,3,1,2,0,1,0,0,1,1,0,0,1,0.079280,66,8
0,0,0,1,0,0,2,0,3,1,1,1,1,0,0,1,0,1,1,0,-0.423454,67,8
0,0,0,1,0,1,0,1,3,1,2,1,0,0,0,0,0,0,2,1,-0.568687,68,8
0,0,0,1,0,1,2,1,2,0,2,0,0,0,1,1,0,1,1,0,-0.520824,69,8
0,0,0,1,0,1,2,1,2,0,1,0,2,0,0,1,1,0,1,0,-0.337871,70,8
1,0,0,0,0,0,2,0,3,1,2,0,0,0,1,1,1,0,1,0,0.390231,71,8
0,1,0,0,0,1,0,1,3,1,1,0,1,0,1,0,2,1,0,0,0.288993,72,8
0,0,0,1,0,1,0,2,2,1,0,1,1,1,0,0,0,1,0,2,-0.648550,73,9
0,0,1,0,0,1,0,1,4,0,0,2,0,1,0,0,0,1,0,2,-0.157923,74,9
0,0,0,1,0,2,0,1,2,1,0,0,0,2,1,0,0,0,0,3,-0.726755,75,9
0,0,1,0,0,2,0,1,2,1,0,1,1,0,1,0,1,1,0,1,-0.059709,76,9
0,0,0,1,0,1,0,2,2,1,0,1,1,0,1,0,0,1,0,2,-0.715739,77,9
0,0,0,0,1,1,0,1,4,0,0,0,1,0,2,0,1,1,0,1,-1.197482,78,9
1,0,0,0,0,1,0,1,4,0,0,0,1,1,1,0,0,0,0,3,0.347494,79,9
0,0,0,1,0,2,0,1,2,1,0,1,1,0,1,0,0,1,0,2,-0.731280,80,9
1,0,0,0,0,1,0,2,2,1,0,0,0,1,2,0,1,0,0,2,0.301029,81,9
0,0,0,0,1,2,1,1,1,1,1,1,0,0,1,0,2,1,0,0,-1.063661,82,10
0,0,1,0,0,1,0,0,2,3,0,2,0,1,0,0,1,1,1,0,0.013387,83,10
1,0,0,0,0,1,1,1,1,2,1,1,1,0,0,0,1,1,1,0,0.337886,84,10
0,0,0,1,0,1,1,1,1,2,0,0,0,2,1,0,3,0,0,0,-0.547891,85,10
0,0,0,0,1,2,1,1,1,1,1,0,1,1,0,0,1,0,1,1,-0.976539,86,10
1,0,0,0,0,1,0,0,2,3,0,1,1,0,1,0,1,1,0,1,0.410079,87,10
0,1,0,0,0,1,0,0,2,3,2,0,0,1,0,0,3,0,0,0,0.413541,88,10
0,0,0,0,1,1,1,1,1,2,1,2,0,0,0,0,1,1,0,1,-0.997928,89,10
0,0,0,1,0,2,1,1,1,1,0,2,0,1,0,0,2,1,0,0,-0.631942,90,10
0,0,0,0,1,2,1,1,2,0,0,0,2,0,1,2,0,1,0,0,-1.089345,91,11
