1.702866580497323645e-01,0.000000000000000000e+00,0.000000000000000000e+00
-5.582262140691645058e-01,0.000000000000000000e+00,1.000000000000000000e+00
-1.323369483431311666e+00,0.000000000000000000e+00,2.000000000000000000e+00
-9.417796186502856992e-01,0.000000000000000000e+00,3.000000000000000000e+00
-6.635839096224347422e-01,0.000000000000000000e+00,4.000000000000000000e+00
2.211200240356483437e-01,0.000000000000000000e+00,5.000000000000000000e+00
-6.926802385187086353e-01,0.000000000000000000e+00,6.000000000000000000e+00
-6.785060727910649514e-02,0.000000000000000000e+00,7.000000000000000000e+00
-4.764032368607989398e-01,0.000000000000000000e+00,8.000000000000000000e+00
-2.874742844504929451e-01,0.000000000000000000e+00,9.000000000000000000e+00
-8.396450483799566822e-02,0.000000000000000000e+00,1.000000000000000000e+01
1.709886273324459915e-01,0.000000000000000000e+00,1.100000000000000000e+01
-7.427695046758041320e-02,0.000000000000000000e+00,1.200000000000000000e+01
-6.185092734729206176e-01,0.000000000000000000e+00,1.300000000000000000e+01
1.775199713074549213e-01,0.000000000000000000e+00,1.400000000000000000e+01
-9.070965371458742377e-01,0.000000000000000000e+00,1.500000000000000000e+01
-1.122155005494451574e+00,0.000000000000000000e+00,1.600000000000000000e+01
-4.758368608791158083e-01,0.000000000000000000e+00,1.700000000000000000e+01
-2.463680332018229335e-01,0.000000000000000000e+00,1.800000000000000000e+01
-6.160618198774031606e-01,0.000000000000000000e+00,1.900000000000000000e+01
-6.009110932478033129e-02,0.000000000000000000e+00,2.000000000000000000e+01
-4.674155120797455210e-01,0.000000000000000000e+00,2.100000000000000000e+01
-4.302777625130637107e-01,0.000000000000000000e+00,2.200000000000000000e+01
-9.219941271463201193e-01,0.000000000000000000e+00,2.300000000000000000e+01
-1.024658534624332207e+00,0.000000000000000000e+00,2.400000000000000000e+01
-6.546188302239237533e-01,0.000000000000000000e+00,2.500000000000000000e+01
-8.114613074310003116e-01,0.000000000000000000e+00,2.600000000000000000e+01
