# Ag,Au,Cu,Pd,Pt,active sites
0.61,-0.00,0.39,-0.00,0.00,0.1802
0.61,-0.00,0.39,-0.00,0.00,0.1925
0.61,-0.00,0.39,-0.00,0.00,0.1824
0.61,-0.00,0.39,-0.00,0.00,0.1879
0.61,-0.00,0.39,-0.00,0.00,0.1862
0.61,-0.00,0.39,-0.00,0.00,0.1866
0.61,-0.00,0.39,-0.00,0.00,0.1867
0.61,-0.00,0.39,-0.00,0.00,0.1862
0.61,-0.00,0.39,-0.00,0.00,0.1838
0.61,-0.00,0.39,-0.00,0.00,0.1905
0.39,-0.00,-0.00,0.31,0.31,0.0115
0.61,-0.00,0.39,-0.00,0.00,0.1846
0.61,-0.00,0.39,-0.00,0.00,0.1959
0.61,-0.00,0.39,-0.00,0.00,0.1955
0.61,-0.00,0.39,-0.00,0.00,0.1854
0.61,-0.00,0.39,-0.00,0.00,0.1946
0.61,-0.00,0.39,-0.00,0.00,0.1879
0.61,-0.00,0.39,-0.00,0.00,0.1870
0.61,-0.00,0.39,-0.00,0.00,0.1879
0.61,0.01,0.38,-0.00,0.00,0.1840
0.61,-0.00,0.39,-0.00,0.00,0.1923
0.61,-0.00,0.39,-0.00,0.00,0.1922
0.61,-0.00,0.39,-0.00,0.00,0.1860
0.61,-0.00,0.39,-0.00,0.00,0.1836
0.61,-0.00,0.39,-0.00,0.00,0.1896
0.61,-0.00,0.39,-0.00,0.00,0.1911
0.61,-0.00,0.39,-0.00,0.00,0.1835
0.61,-0.00,0.38,0.01,0.00,0.1881
0.61,-0.00,0.39,-0.00,0.00,0.1861
0.61,-0.00,0.39,-0.00,0.00,0.1838
0.61,-0.00,0.39,-0.00,0.00,0.1824
0.61,-0.00,0.39,-0.00,0.00,0.1895
0.61,-0.00,0.39,-0.00,0.00,0.1867
0.00,0.00,0.00,0.26,0.74,0.0000
0.61,-0.00,0.39,-0.00,0.00,0.1863
0.61,-0.00,0.39,-0.00,0.00,0.1875
0.61,-0.00,0.39,-0.00,0.00,0.1857
0.61,-0.00,0.39,-0.00,0.00,0.1918
1.00,0.00,0.00,0.00,0.00,0.0000
0.61,-0.00,0.39,-0.00,0.00,0.1851
0.61,-0.00,0.39,-0.00,0.00,0.1836
0.61,-0.00,0.39,-0.00,0.00,0.1906
0.61,-0.00,0.39,-0.00,0.00,0.1838
0.00,0.22,0.78,-0.00,0.00,0.0644
0.61,-0.00,0.39,-0.00,0.00,0.1891
0.61,-0.00,0.39,-0.00,0.00,0.1882
0.61,-0.00,0.39,-0.00,0.00,0.1835
0.61,-0.00,0.39,-0.00,0.00,0.1861
0.61,-0.00,0.39,-0.00,0.00,0.1909
1.00,0.00,0.00,0.00,0.00,0.0000
0.61,-0.00,0.39,-0.00,0.00,0.1842
0.61,-0.00,0.39,-0.00,0.00,0.1865
0.61,-0.00,0.39,-0.00,0.00,0.1881
-0.00,0.29,-0.00,0.71,0.00,0.0457
0.61,-0.00,0.39,-0.00,0.00,0.1958
0.61,-0.00,0.39,-0.00,0.00,0.1825
0.61,-0.00,0.39,-0.00,0.00,0.1860
0.61,-0.00,0.39,-0.00,0.00,0.1897
0.61,-0.00,0.39,-0.00,0.00,0.1891
0.61,-0.00,0.39,-0.00,0.00,0.1876
0.61,-0.00,0.39,-0.00,0.00,0.1835
0.61,-0.00,0.39,-0.00,0.00,0.1884
-0.00,0.39,0.00,0.34,0.27,0.0354
0.00,0.74,0.26,-0.00,0.00,0.0159
0.31,-0.00,0.37,0.32,0.00,0.1209
0.61,-0.00,0.39,-0.00,0.00,0.1861
0.61,-0.00,0.39,-0.00,0.00,0.1974
0.61,-0.00,0.39,-0.00,0.00,0.1877
0.61,-0.00,0.39,-0.00,0.00,0.1849
0.61,-0.00,0.39,-0.00,0.00,0.1902
0.61,-0.00,0.39,-0.00,0.00,0.1886
0.61,-0.00,0.39,-0.00,0.00,0.1877
0.64,0.00,0.36,-0.00,0.00,0.1836
0.61,-0.00,0.39,-0.00,0.00,0.1903
0.61,-0.00,0.39,-0.00,0.00,0.1904
0.61,-0.00,0.39,-0.00,0.00,0.1947
0.61,-0.00,0.39,-0.00,0.00,0.1837
0.61,-0.00,0.39,-0.00,0.00,0.1849
0.61,-0.00,0.39,-0.00,0.00,0.1928
0.61,-0.00,0.39,-0.00,0.00,0.1847
0.61,-0.00,0.39,-0.00,0.00,0.1869
1.00,0.00,0.00,0.00,0.00,0.0000
0.61,-0.00,0.39,-0.00,0.00,0.1877
0.61,-0.00,0.39,-0.00,0.00,0.1849
0.61,-0.00,0.39,-0.00,0.00,0.1904
0.61,-0.00,0.39,-0.00,0.00,0.1895
0.61,-0.00,0.39,-0.00,0.00,0.1926
0.61,-0.00,0.39,-0.00,0.00,0.1860
0.61,-0.00,0.39,-0.00,0.00,0.1824
0.61,-0.00,0.39,-0.00,0.00,0.1848
0.61,-0.00,0.39,-0.00,0.00,0.1844
0.61,-0.00,0.39,-0.00,0.00,0.1779
0.61,-0.00,0.39,-0.00,0.00,0.1855
0.61,-0.00,0.39,-0.00,0.00,0.1894
0.61,-0.00,0.39,-0.00,0.00,0.1855
0.61,-0.00,0.39,-0.00,0.00,0.1835
0.61,-0.00,0.39,-0.00,0.00,0.1855
0.61,-0.00,0.39,-0.00,0.00,0.1799
0.61,-0.00,0.39,-0.00,0.00,0.1841
0.61,-0.00,0.39,-0.00,0.00,0.1932
0.61,-0.00,0.39,-0.00,0.00,0.1779
0.61,-0.00,0.39,-0.00,0.00,0.1811
0.61,-0.00,0.39,-0.00,0.00,0.1839
1.00,0.00,0.00,0.00,0.00,0.0000
0.61,-0.00,0.39,-0.00,0.00,0.1834
1.00,0.00,0.00,0.00,0.00,0.0000
0.61,-0.00,0.39,-0.00,0.00,0.1839
0.61,-0.00,0.39,-0.00,0.00,0.1943
0.61,-0.00,0.39,-0.00,0.00,0.1925
0.61,-0.00,0.39,-0.00,0.00,0.1917
0.61,-0.00,0.39,-0.00,0.00,0.1852
0.61,-0.00,0.39,-0.00,0.00,0.1913
0.61,-0.00,0.39,-0.00,0.00,0.1913
0.61,-0.00,0.39,-0.00,0.00,0.1935
0.61,-0.00,0.39,-0.00,0.00,0.1877
0.61,-0.00,0.39,-0.00,0.00,0.1948
1.00,0.00,0.00,0.00,0.00,0.0000
1.00,0.00,0.00,0.00,0.00,0.0000
0.61,-0.00,0.39,-0.00,0.00,0.1901
0.61,-0.00,0.39,-0.00,0.00,0.1858
