# Ag,Au,Cu,Pd,Pt,active sites
0.33,0.00,0.67,-0.00,0.00,0.2763
0.33,0.00,0.67,-0.00,0.00,0.2689
0.33,0.00,0.67,-0.00,0.00,0.2778
0.33,0.00,0.67,-0.00,0.00,0.2701
0.26,-0.00,0.74,-0.00,0.00,0.2749
0.34,0.00,0.66,-0.00,0.00,0.2705
0.33,0.00,0.67,-0.00,0.00,0.2769
0.33,0.00,0.67,-0.00,0.00,0.2816
0.33,0.00,0.67,-0.00,0.00,0.2835
0.33,0.00,0.67,-0.00,0.00,0.2805
0.33,0.00,0.67,-0.00,0.00,0.2775
0.33,0.00,0.67,-0.00,0.00,0.2741
0.33,0.00,0.67,-0.00,0.00,0.2771
0.33,0.00,0.67,-0.00,0.00,0.2780
0.33,0.00,0.67,-0.00,0.00,0.2845
0.33,0.00,0.67,-0.00,0.00,0.2716
0.33,0.00,0.67,-0.00,0.00,0.2763
0.33,0.00,0.67,-0.00,0.00,0.2806
0.33,0.00,0.67,-0.00,0.00,0.2813
0.33,0.00,0.67,-0.00,0.00,0.2785
0.33,0.00,0.67,-0.00,0.00,0.2770
0.33,0.00,0.67,-0.00,0.00,0.2808
0.33,0.00,0.67,-0.00,0.00,0.2749
0.33,0.00,0.67,-0.00,0.00,0.2862
0.33,0.00,0.67,-0.00,0.00,0.2976
0.33,0.00,0.67,-0.00,0.00,0.2809
0.33,0.00,0.67,-0.00,0.00,0.2741
0.33,0.00,0.67,-0.00,0.00,0.2683
0.33,0.00,0.67,-0.00,0.00,0.2826
0.33,0.00,0.67,-0.00,0.00,0.2847
0.33,0.00,0.67,-0.00,0.00,0.2715
0.33,0.00,0.67,-0.00,0.00,0.2751
0.33,0.00,0.67,-0.00,0.00,0.2844
0.33,0.00,0.67,-0.00,0.00,0.2696
0.33,0.00,0.67,-0.00,0.00,0.2798
0.33,0.00,0.67,-0.00,0.00,0.2727
0.33,0.00,0.67,-0.00,0.00,0.2836
0.33,0.00,0.67,-0.00,0.00,0.2800
0.33,0.00,0.67,-0.00,0.00,0.2698
0.33,0.00,0.67,-0.00,0.00,0.2710
0.33,0.00,0.67,-0.00,0.00,0.2793
0.33,0.00,0.67,-0.00,0.00,0.2829
0.33,0.00,0.67,-0.00,0.00,0.2882
0.33,0.00,0.67,-0.00,0.00,0.2740
0.33,0.00,0.67,-0.00,0.00,0.2835
0.33,0.00,0.67,-0.00,0.00,0.2849
0.33,0.00,0.67,-0.00,0.00,0.2842
0.33,0.00,0.67,-0.00,0.00,0.2886
0.33,0.00,0.67,-0.00,0.00,0.2779
0.33,0.00,0.67,-0.00,0.00,0.2873
0.33,0.00,0.67,-0.00,0.00,0.2787
0.33,0.00,0.67,-0.00,0.00,0.2816
0.33,0.00,0.67,-0.00,0.00,0.2848
0.33,0.00,0.67,-0.00,0.00,0.2745
0.33,0.00,0.67,-0.00,0.00,0.2807
0.33,0.00,0.67,-0.00,0.00,0.2797
0.33,0.00,0.67,-0.00,0.00,0.2746
0.33,0.00,0.67,-0.00,0.00,0.2745
0.33,0.00,0.67,-0.00,0.00,0.2729
0.33,0.00,0.67,-0.00,0.00,0.2692
0.33,0.00,0.67,-0.00,0.00,0.2822
0.33,0.00,0.67,-0.00,0.00,0.2733
0.33,0.00,0.67,-0.00,0.00,0.2806
0.33,0.00,0.67,-0.00,0.00,0.2787
0.33,0.00,0.67,-0.00,0.00,0.2797
0.33,0.00,0.67,-0.00,0.00,0.2774
0.33,0.00,0.67,-0.00,0.00,0.2774
0.33,0.00,0.67,-0.00,0.00,0.2781
0.33,0.00,0.67,-0.00,0.00,0.2761
0.33,0.00,0.67,-0.00,0.00,0.2783
0.33,0.00,0.67,-0.00,0.00,0.2682
0.33,0.00,0.67,-0.00,0.00,0.2772
0.33,0.00,0.67,-0.00,0.00,0.2757
0.33,0.00,0.67,-0.00,0.00,0.2790
0.33,0.00,0.67,-0.00,0.00,0.2843
0.33,0.00,0.67,-0.00,0.00,0.2747
0.33,0.00,0.67,-0.00,0.00,0.2722
0.33,0.00,0.67,-0.00,0.00,0.2679
0.33,0.00,0.67,-0.00,0.00,0.2743
0.33,0.00,0.67,-0.00,0.00,0.2833
0.33,0.00,0.67,-0.00,0.00,0.2811
0.33,0.00,0.67,-0.00,0.00,0.2814
0.33,0.00,0.67,-0.00,0.00,0.2821
0.33,0.00,0.67,-0.00,0.00,0.2806
0.33,0.00,0.67,-0.00,0.00,0.2825
0.33,0.00,0.67,-0.00,0.00,0.2788
0.33,0.00,0.67,-0.00,0.00,0.2841
0.33,0.00,0.67,-0.00,0.00,0.2814
0.33,0.00,0.67,-0.00,0.00,0.2812
0.33,0.00,0.67,-0.00,0.00,0.2744
0.33,0.00,0.67,-0.00,0.00,0.2889
0.33,0.00,0.67,-0.00,0.00,0.2714
0.33,0.00,0.67,-0.00,0.00,0.2785
0.33,0.00,0.67,-0.00,0.00,0.2783
0.33,0.00,0.67,-0.00,0.00,0.2761
0.33,0.00,0.67,-0.00,0.00,0.2762
0.33,0.00,0.67,-0.00,0.00,0.2819
0.33,0.00,0.67,-0.00,0.00,0.2842
0.33,0.00,0.67,-0.00,0.00,0.2784
0.33,0.00,0.67,-0.00,0.00,0.2707
0.33,0.00,0.67,-0.00,0.00,0.2779
0.33,0.00,0.67,-0.00,0.00,0.2799
0.33,0.00,0.67,-0.00,0.00,0.2852
0.33,0.00,0.67,-0.00,0.00,0.2769
0.33,0.00,0.67,-0.00,0.00,0.2763
0.33,0.00,0.67,-0.00,0.00,0.2805
0.33,0.00,0.67,-0.00,0.00,0.2757
0.33,0.00,0.67,-0.00,0.00,0.2782
0.33,0.00,0.67,-0.00,0.00,0.2756
0.33,0.00,0.67,-0.00,0.00,0.2753
0.33,0.00,0.67,-0.00,0.00,0.2788
0.33,0.00,0.67,-0.00,0.00,0.2838
0.33,0.00,0.67,-0.00,0.00,0.2808
0.33,0.00,0.67,-0.00,0.00,0.2775
0.33,0.00,0.67,-0.00,0.00,0.2738
0.33,0.00,0.67,-0.00,0.00,0.2779
0.33,0.00,0.67,-0.00,0.00,0.2788
0.33,0.00,0.67,-0.00,0.00,0.2855
0.33,0.00,0.67,-0.00,0.00,0.2829
0.33,0.00,0.67,-0.00,0.00,0.2745
0.33,0.00,0.67,-0.00,0.00,0.2778
0.33,0.00,0.67,-0.00,0.00,0.2797
0.33,0.00,0.67,-0.00,0.00,0.2748
0.33,0.00,0.67,-0.00,0.00,0.2728
0.33,0.00,0.67,-0.00,0.00,0.2790
0.33,0.00,0.67,-0.00,0.00,0.2848
0.33,0.00,0.67,-0.00,0.00,0.2893
0.33,0.00,0.67,-0.00,0.00,0.2799
0.33,0.00,0.67,-0.00,0.00,0.2849
0.33,0.00,0.67,-0.00,0.00,0.2705
0.33,0.00,0.67,-0.00,0.00,0.2751
0.33,0.00,0.67,-0.00,0.00,0.2762
0.33,0.00,0.67,-0.00,0.00,0.2745
