# Ag,Au,Cu,Pd,Pt,P_NO=1,P_NO=05,P_NO=01
0.00,0.30,0.40,0.30,0.00,0.1504,0.1742,0.1122
0.00,0.30,0.40,0.00,0.30,0.0728,0.0946,0.0895
0.00,0.30,0.35,0.35,0.00,0.1300,0.1534,0.1140
0.00,0.30,0.35,0.00,0.35,0.0581,0.0774,0.0838
0.00,0.30,0.30,0.40,0.00,0.1040,0.1297,0.1092
0.00,0.30,0.30,0.00,0.40,0.0455,0.0703,0.0737
0.00,0.30,0.25,0.45,0.00,0.0787,0.1143,0.1058
0.00,0.30,0.25,0.00,0.45,0.0372,0.0536,0.0587
0.00,0.30,0.20,0.50,0.00,0.0681,0.0883,0.1004
0.00,0.30,0.20,0.00,0.50,0.0260,0.0429,0.0489
0.00,0.30,0.15,0.55,0.00,0.0488,0.0691,0.0795
0.00,0.30,0.15,0.00,0.55,0.0185,0.0290,0.0435
0.00,0.30,0.10,0.60,0.00,0.0344,0.0538,0.0667
0.00,0.30,0.10,0.00,0.60,0.0126,0.0211,0.0254
0.00,0.30,0.05,0.65,0.00,0.0264,0.0380,0.0628
0.00,0.30,0.05,0.00,0.65,0.0063,0.0123,0.0180
0.00,0.30,0.00,0.70,0.00,0.0174,0.0347,0.0499
0.00,0.30,0.00,0.65,0.05,0.0181,0.0306,0.0502
0.00,0.30,0.00,0.60,0.10,0.0166,0.0259,0.0418
0.00,0.30,0.00,0.55,0.15,0.0171,0.0270,0.0381
0.00,0.30,0.00,0.50,0.20,0.0125,0.0257,0.0360
0.00,0.30,0.00,0.45,0.25,0.0094,0.0181,0.0281
0.00,0.30,0.00,0.40,0.30,0.0095,0.0157,0.0263
0.00,0.30,0.00,0.35,0.35,0.0077,0.0152,0.0233
0.00,0.30,0.00,0.30,0.40,0.0052,0.0127,0.0223
0.00,0.30,0.00,0.25,0.45,0.0055,0.0121,0.0150
0.00,0.30,0.00,0.20,0.50,0.0061,0.0101,0.0167
0.00,0.30,0.00,0.15,0.55,0.0036,0.0091,0.0148
0.00,0.30,0.00,0.10,0.60,0.0060,0.0106,0.0118
0.00,0.30,0.00,0.05,0.65,0.0044,0.0053,0.0123
0.00,0.30,0.00,0.00,0.70,0.0047,0.0065,0.0128
0.00,0.25,0.75,0.00,0.00,0.2724,0.2388,0.0596
0.00,0.25,0.70,0.05,0.00,0.2697,0.2296,0.0635
0.00,0.25,0.70,0.00,0.05,0.2064,0.2009,0.0811
0.00,0.25,0.65,0.10,0.00,0.2638,0.2287,0.0723
0.00,0.25,0.65,0.00,0.10,0.1719,0.1678,0.0907
0.00,0.25,0.60,0.15,0.00,0.2426,0.2198,0.0817
0.00,0.25,0.60,0.00,0.15,0.1388,0.1476,0.0893
0.00,0.25,0.55,0.20,0.00,0.2148,0.2117,0.0910
0.00,0.25,0.55,0.00,0.20,0.1046,0.1254,0.0962
0.00,0.25,0.50,0.25,0.00,0.1944,0.1926,0.0980
0.00,0.25,0.50,0.00,0.25,0.0900,0.1019,0.0873
0.00,0.25,0.45,0.30,0.00,0.1645,0.1775,0.0998
0.00,0.25,0.45,0.00,0.30,0.0665,0.0858,0.0857
0.00,0.25,0.40,0.35,0.00,0.1406,0.1586,0.1064
0.00,0.25,0.40,0.00,0.35,0.0604,0.0737,0.0803
0.00,0.25,0.35,0.40,0.00,0.1136,0.1396,0.1059
0.00,0.25,0.35,0.00,0.40,0.0439,0.0599,0.0642
0.00,0.25,0.30,0.45,0.00,0.0865,0.1048,0.1053
0.00,0.25,0.30,0.00,0.45,0.0333,0.0472,0.0594
0.00,0.25,0.25,0.50,0.00,0.0673,0.0929,0.0892
0.00,0.25,0.25,0.00,0.50,0.0244,0.0409,0.0488
0.00,0.25,0.20,0.55,0.00,0.0498,0.0706,0.0828
0.00,0.25,0.20,0.00,0.55,0.0180,0.0304,0.0380
0.00,0.25,0.15,0.60,0.00,0.0338,0.0564,0.0698
0.00,0.25,0.15,0.00,0.60,0.0157,0.0212,0.0293
0.00,0.25,0.10,0.65,0.00,0.0316,0.0460,0.0545
0.00,0.25,0.10,0.00,0.65,0.0070,0.0127,0.0225
0.00,0.25,0.05,0.70,0.00,0.0183,0.0345,0.0496
0.00,0.25,0.05,0.00,0.70,0.0054,0.0100,0.0138
0.00,0.25,0.00,0.75,0.00,0.0167,0.0292,0.0456
0.00,0.25,0.00,0.70,0.05,0.0187,0.0261,0.0371
0.00,0.25,0.00,0.65,0.10,0.0146,0.0245,0.0336
0.00,0.25,0.00,0.60,0.15,0.0137,0.0209,0.0303
0.00,0.25,0.00,0.55,0.20,0.0123,0.0178,0.0270
0.00,0.25,0.00,0.50,0.25,0.0089,0.0146,0.0201
0.00,0.25,0.00,0.45,0.30,0.0069,0.0100,0.0195
0.00,0.25,0.00,0.40,0.35,0.0075,0.0121,0.0168
0.00,0.25,0.00,0.35,0.40,0.0050,0.0086,0.0144
0.00,0.25,0.00,0.30,0.45,0.0041,0.0095,0.0131
0.00,0.25,0.00,0.25,0.50,0.0039,0.0086,0.0122
0.00,0.25,0.00,0.20,0.55,0.0052,0.0069,0.0109
0.00,0.25,0.00,0.15,0.60,0.0029,0.0061,0.0096
0.00,0.25,0.00,0.10,0.65,0.0040,0.0061,0.0091
0.00,0.25,0.00,0.05,0.70,0.0039,0.0034,0.0089
0.00,0.25,0.00,0.00,0.75,0.0047,0.0066,0.0130
0.00,0.20,0.80,0.00,0.00,0.2808,0.2465,0.0749
0.00,0.20,0.75,0.05,0.00,0.2842,0.2471,0.0686
0.00,0.20,0.75,0.00,0.05,0.2320,0.2087,0.0784
0.00,0.20,0.70,0.10,0.00,0.2741,0.2345,0.0807
0.00,0.20,0.70,0.00,0.10,0.1721,0.1678,0.0829
0.00,0.20,0.65,0.15,0.00,0.2568,0.2238,0.0718
0.00,0.20,0.65,0.00,0.15,0.1371,0.1410,0.0898
0.00,0.20,0.60,0.20,0.00,0.2369,0.2121,0.0817
0.00,0.20,0.60,0.00,0.20,0.1004,0.1125,0.0853
0.00,0.20,0.55,0.25,0.00,0.1998,0.2067,0.0942
0.00,0.20,0.55,0.00,0.25,0.0783,0.0977,0.0835
0.00,0.20,0.50,0.30,0.00,0.1717,0.1775,0.0969
0.00,0.20,0.50,0.00,0.30,0.0624,0.0864,0.0784
0.00,0.20,0.45,0.35,0.00,0.1435,0.1558,0.0963
0.00,0.20,0.45,0.00,0.35,0.0505,0.0651,0.0658
0.00,0.20,0.40,0.40,0.00,0.1121,0.1366,0.0981
0.00,0.20,0.40,0.00,0.40,0.0402,0.0568,0.0644
0.00,0.20,0.35,0.45,0.00,0.0911,0.1061,0.0963
0.00,0.20,0.35,0.00,0.45,0.0299,0.0481,0.0545
0.00,0.20,0.30,0.50,0.00,0.0659,0.0870,0.0831
0.00,0.20,0.30,0.00,0.50,0.0250,0.0334,0.0453
0.00,0.20,0.25,0.55,0.00,0.0501,0.0681,0.0771
0.00,0.20,0.25,0.00,0.55,0.0189,0.0290,0.0364
0.00,0.20,0.20,0.60,0.00,0.0407,0.0563,0.0599
0.00,0.20,0.20,0.00,0.60,0.0175,0.0197,0.0268
0.00,0.20,0.15,0.65,0.00,0.0244,0.0432,0.0502
0.00,0.20,0.15,0.00,0.65,0.0084,0.0147,0.0234
0.00,0.20,0.10,0.70,0.00,0.0175,0.0293,0.0479
0.00,0.20,0.10,0.00,0.70,0.0062,0.0112,0.0133
0.00,0.20,0.05,0.75,0.00,0.0170,0.0262,0.0372
0.00,0.20,0.05,0.00,0.75,0.0039,0.0074,0.0112
0.00,0.20,0.00,0.80,0.00,0.0128,0.0196,0.0309
0.00,0.20,0.00,0.75,0.05,0.0124,0.0211,0.0304
0.00,0.20,0.00,0.70,0.10,0.0096,0.0174,0.0259
0.00,0.20,0.00,0.65,0.15,0.0102,0.0152,0.0218
0.00,0.20,0.00,0.60,0.20,0.0062,0.0104,0.0173
0.00,0.20,0.00,0.55,0.25,0.0047,0.0089,0.0151
0.00,0.20,0.00,0.50,0.30,0.0062,0.0082,0.0113
0.00,0.20,0.00,0.45,0.35,0.0033,0.0069,0.0106
0.00,0.20,0.00,0.40,0.40,0.0039,0.0042,0.0094
0.00,0.20,0.00,0.35,0.45,0.0036,0.0060,0.0110
0.00,0.20,0.00,0.30,0.50,0.0030,0.0059,0.0085
0.00,0.20,0.00,0.25,0.55,0.0017,0.0078,0.0071
0.00,0.20,0.00,0.20,0.60,0.0022,0.0040,0.0083
0.00,0.20,0.00,0.15,0.65,0.0023,0.0044,0.0093
0.00,0.20,0.00,0.10,0.70,0.0038,0.0056,0.0066
0.00,0.20,0.00,0.05,0.75,0.0033,0.0052,0.0087
0.00,0.20,0.00,0.00,0.80,0.0036,0.0058,0.0143
0.00,0.15,0.85,0.00,0.00,0.2998,0.2524,0.0697
0.00,0.15,0.80,0.05,0.00,0.2957,0.2499,0.0746
0.00,0.15,0.80,0.00,0.05,0.2238,0.2039,0.0764
0.00,0.15,0.75,0.10,0.00,0.2730,0.2414,0.0603
0.00,0.15,0.75,0.00,0.10,0.1746,0.1677,0.0806
0.00,0.15,0.70,0.15,0.00,0.2614,0.2228,0.0761
0.00,0.15,0.70,0.00,0.15,0.1184,0.1286,0.0817
0.00,0.15,0.65,0.20,0.00,0.2416,0.2132,0.0805
0.00,0.15,0.65,0.00,0.20,0.0905,0.1067,0.0824
0.00,0.15,0.60,0.25,0.00,0.2075,0.1889,0.0872
0.00,0.15,0.60,0.00,0.25,0.0747,0.0899,0.0731
0.00,0.15,0.55,0.30,0.00,0.1698,0.1832,0.0856
0.00,0.15,0.55,0.00,0.30,0.0582,0.0757,0.0638
0.00,0.15,0.50,0.35,0.00,0.1385,0.1582,0.0972
0.00,0.15,0.50,0.00,0.35,0.0451,0.0564,0.0569
0.00,0.15,0.45,0.40,0.00,0.1229,0.1396,0.0921
0.00,0.15,0.45,0.00,0.40,0.0328,0.0503,0.0506
0.00,0.15,0.40,0.45,0.00,0.1026,0.1115,0.0910
0.00,0.15,0.40,0.00,0.45,0.0242,0.0410,0.0467
0.00,0.15,0.35,0.50,0.00,0.0739,0.0918,0.0816
0.00,0.15,0.35,0.00,0.50,0.0228,0.0364,0.0387
0.00,0.15,0.30,0.55,0.00,0.0510,0.0725,0.0742
0.00,0.15,0.30,0.00,0.55,0.0184,0.0242,0.0317
0.00,0.15,0.25,0.60,0.00,0.0374,0.0495,0.0643
0.00,0.15,0.25,0.00,0.60,0.0118,0.0198,0.0235
0.00,0.15,0.20,0.65,0.00,0.0259,0.0400,0.0503
0.00,0.15,0.20,0.00,0.65,0.0095,0.0122,0.0214
0.00,0.15,0.15,0.70,0.00,0.0166,0.0309,0.0412
0.00,0.15,0.15,0.00,0.70,0.0049,0.0075,0.0146
0.00,0.15,0.10,0.75,0.00,0.0125,0.0197,0.0343
0.00,0.15,0.10,0.00,0.75,0.0049,0.0048,0.0078
0.00,0.15,0.05,0.80,0.00,0.0099,0.0161,0.0242
0.00,0.15,0.05,0.00,0.80,0.0025,0.0057,0.0070
0.00,0.15,0.00,0.85,0.00,0.0112,0.0128,0.0252
0.00,0.15,0.00,0.80,0.05,0.0070,0.0105,0.0228
0.00,0.15,0.00,0.75,0.10,0.0080,0.0112,0.0151
0.00,0.15,0.00,0.70,0.15,0.0051,0.0081,0.0175
0.00,0.15,0.00,0.65,0.20,0.0048,0.0073,0.0114
0.00,0.15,0.00,0.60,0.25,0.0041,0.0064,0.0099
0.00,0.15,0.00,0.55,0.30,0.0018,0.0061,0.0082
0.00,0.15,0.00,0.50,0.35,0.0025,0.0052,0.0065
0.00,0.15,0.00,0.45,0.40,0.0026,0.0038,0.0051
0.00,0.15,0.00,0.40,0.45,0.0023,0.0041,0.0051
0.00,0.15,0.00,0.35,0.50,0.0014,0.0027,0.0051
0.00,0.15,0.00,0.30,0.55,0.0025,0.0029,0.0041
0.00,0.15,0.00,0.25,0.60,0.0012,0.0025,0.0040
0.00,0.15,0.00,0.20,0.65,0.0014,0.0029,0.0054
0.00,0.15,0.00,0.15,0.70,0.0013,0.0031,0.0053
0.00,0.15,0.00,0.10,0.75,0.0010,0.0043,0.0065
0.00,0.15,0.00,0.05,0.80,0.0013,0.0036,0.0060
0.00,0.15,0.00,0.00,0.85,0.0059,0.0074,0.0105
0.00,0.10,0.90,0.00,0.00,0.3104,0.2547,0.0688
0.00,0.10,0.85,0.05,0.00,0.3031,0.2422,0.0674
0.00,0.10,0.85,0.00,0.05,0.2185,0.2006,0.0670
0.00,0.10,0.80,0.10,0.00,0.2909,0.2416,0.0690
0.00,0.10,0.80,0.00,0.10,0.1642,0.1600,0.0709
0.00,0.10,0.75,0.15,0.00,0.2662,0.2289,0.0711
0.00,0.10,0.75,0.00,0.15,0.1192,0.1274,0.0689
0.00,0.10,0.70,0.20,0.00,0.2430,0.2159,0.0728
0.00,0.10,0.70,0.00,0.20,0.0839,0.0969,0.0597
0.00,0.10,0.65,0.25,0.00,0.2139,0.1992,0.0762
0.00,0.10,0.65,0.00,0.25,0.0637,0.0811,0.0547
0.00,0.10,0.60,0.30,0.00,0.1843,0.1778,0.0804
0.00,0.10,0.60,0.00,0.30,0.0468,0.0573,0.0494
0.00,0.10,0.55,0.35,0.00,0.1549,0.1572,0.0831
0.00,0.10,0.55,0.00,0.35,0.0367,0.0479,0.0451
0.00,0.10,0.50,0.40,0.00,0.1161,0.1348,0.0801
0.00,0.10,0.50,0.00,0.40,0.0270,0.0384,0.0418
0.00,0.10,0.45,0.45,0.00,0.0944,0.1087,0.0728
0.00,0.10,0.45,0.00,0.45,0.0237,0.0306,0.0384
0.00,0.10,0.40,0.50,0.00,0.0716,0.0914,0.0713
0.00,0.10,0.40,0.00,0.50,0.0151,0.0234,0.0349
0.00,0.10,0.35,0.55,0.00,0.0543,0.0695,0.0658
0.00,0.10,0.35,0.00,0.55,0.0128,0.0211,0.0263
0.00,0.10,0.30,0.60,0.00,0.0374,0.0512,0.0549
0.00,0.10,0.30,0.00,0.60,0.0101,0.0147,0.0226
0.00,0.10,0.25,0.65,0.00,0.0255,0.0349,0.0439
0.00,0.10,0.25,0.00,0.65,0.0087,0.0124,0.0182
0.00,0.10,0.20,0.70,0.00,0.0161,0.0257,0.0343
0.00,0.10,0.20,0.00,0.70,0.0055,0.0097,0.0130
0.00,0.10,0.15,0.75,0.00,0.0115,0.0187,0.0272
0.00,0.10,0.15,0.00,0.75,0.0035,0.0057,0.0070
0.00,0.10,0.10,0.80,0.00,0.0068,0.0130,0.0208
0.00,0.10,0.10,0.00,0.80,0.0022,0.0043,0.0054
0.00,0.10,0.05,0.85,0.00,0.0055,0.0127,0.0189
0.00,0.10,0.05,0.00,0.85,0.0013,0.0028,0.0041
0.00,0.10,0.00,0.90,0.00,0.0048,0.0087,0.0130
0.00,0.10,0.00,0.85,0.05,0.0047,0.0079,0.0090
0.00,0.10,0.00,0.80,0.10,0.0031,0.0068,0.0099
0.00,0.10,0.00,0.75,0.15,0.0026,0.0047,0.0086
0.00,0.10,0.00,0.70,0.20,0.0019,0.0033,0.0059
0.00,0.10,0.00,0.65,0.25,0.0018,0.0044,0.0056
0.00,0.10,0.00,0.60,0.30,0.0018,0.0009,0.0056
0.00,0.10,0.00,0.55,0.35,0.0006,0.0028,0.0029
0.00,0.10,0.00,0.50,0.40,0.0011,0.0020,0.0043
0.00,0.10,0.00,0.45,0.45,0.0008,0.0010,0.0019
0.00,0.10,0.00,0.40,0.50,0.0011,0.0015,0.0029
0.00,0.10,0.00,0.35,0.55,0.0005,0.0014,0.0027
0.00,0.10,0.00,0.30,0.60,0.0003,0.0020,0.0018
0.00,0.10,0.00,0.25,0.65,0.0013,0.0017,0.0020
0.00,0.10,0.00,0.20,0.70,0.0004,0.0019,0.0030
0.00,0.10,0.00,0.15,0.75,0.0008,0.0011,0.0029
0.00,0.10,0.00,0.10,0.80,0.0003,0.0021,0.0030
0.00,0.10,0.00,0.05,0.85,0.0019,0.0031,0.0048
0.00,0.10,0.00,0.00,0.90,0.0020,0.0037,0.0099
0.00,0.05,0.95,0.00,0.00,0.3233,0.2514,0.0670
0.00,0.05,0.90,0.05,0.00,0.3068,0.2546,0.0699
0.00,0.05,0.90,0.00,0.05,0.2290,0.2003,0.0664
0.00,0.05,0.85,0.10,0.00,0.2884,0.2358,0.0701
0.00,0.05,0.85,0.00,0.10,0.1622,0.1480,0.0506
0.00,0.05,0.80,0.15,0.00,0.2672,0.2243,0.0702
0.00,0.05,0.80,0.00,0.15,0.1137,0.1092,0.0585
0.00,0.05,0.75,0.20,0.00,0.2421,0.2084,0.0661
0.00,0.05,0.75,0.00,0.20,0.0760,0.0827,0.0489
0.00,0.05,0.70,0.25,0.00,0.2196,0.1932,0.0655
0.00,0.05,0.70,0.00,0.25,0.0525,0.0615,0.0372
0.00,0.05,0.65,0.30,0.00,0.1797,0.1803,0.0770
0.00,0.05,0.65,0.00,0.30,0.0363,0.0466,0.0368
0.00,0.05,0.60,0.35,0.00,0.1490,0.1443,0.0684
0.00,0.05,0.60,0.00,0.35,0.0269,0.0295,0.0327
0.00,0.05,0.55,0.40,0.00,0.1195,0.1304,0.0687
0.00,0.05,0.55,0.00,0.40,0.0232,0.0291,0.0289
0.00,0.05,0.50,0.45,0.00,0.0913,0.1091,0.0691
0.00,0.05,0.50,0.00,0.45,0.0125,0.0241,0.0239
0.00,0.05,0.45,0.50,0.00,0.0722,0.0866,0.0630
0.00,0.05,0.45,0.00,0.50,0.0115,0.0161,0.0219
0.00,0.05,0.40,0.55,0.00,0.0476,0.0656,0.0598
0.00,0.05,0.40,0.00,0.55,0.0087,0.0148,0.0176
0.00,0.05,0.35,0.60,0.00,0.0334,0.0481,0.0472
0.00,0.05,0.35,0.00,0.60,0.0079,0.0133,0.0161
0.00,0.05,0.30,0.65,0.00,0.0234,0.0347,0.0371
0.00,0.05,0.30,0.00,0.65,0.0060,0.0083,0.0120
0.00,0.05,0.25,0.70,0.00,0.0149,0.0197,0.0276
0.00,0.05,0.25,0.00,0.70,0.0049,0.0070,0.0096
0.00,0.05,0.20,0.75,0.00,0.0100,0.0133,0.0180
0.00,0.05,0.20,0.00,0.75,0.0036,0.0043,0.0060
0.00,0.05,0.15,0.80,0.00,0.0046,0.0079,0.0103
0.00,0.05,0.15,0.00,0.80,0.0010,0.0029,0.0030
0.00,0.05,0.10,0.85,0.00,0.0037,0.0052,0.0075
0.00,0.05,0.10,0.00,0.85,0.0016,0.0011,0.0039
0.00,0.05,0.05,0.90,0.00,0.0018,0.0040,0.0057
0.00,0.05,0.05,0.00,0.90,0.0006,0.0016,0.0023
0.00,0.05,0.00,0.95,0.00,0.0012,0.0034,0.0058
0.00,0.05,0.00,0.90,0.05,0.0013,0.0021,0.0034
0.00,0.05,0.00,0.85,0.10,0.0016,0.0014,0.0038
0.00,0.05,0.00,0.80,0.15,0.0007,0.0015,0.0021
0.00,0.05,0.00,0.75,0.20,0.0004,0.0014,0.0015
0.00,0.05,0.00,0.70,0.25,0.0005,0.0006,0.0018
0.00,0.05,0.00,0.65,0.30,0.0000,0.0008,0.0006
0.00,0.05,0.00,0.60,0.35,0.0004,0.0005,0.0010
0.00,0.05,0.00,0.55,0.40,0.0000,0.0003,0.0009
0.00,0.05,0.00,0.50,0.45,0.0003,0.0001,0.0009
0.00,0.05,0.00,0.45,0.50,0.0002,0.0002,0.0007
0.00,0.05,0.00,0.40,0.55,0.0004,0.0005,0.0006
0.00,0.05,0.00,0.35,0.60,0.0000,0.0008,0.0006
0.00,0.05,0.00,0.30,0.65,0.0003,0.0005,0.0010
0.00,0.05,0.00,0.25,0.70,0.0001,0.0001,0.0009
0.00,0.05,0.00,0.20,0.75,0.0000,0.0006,0.0010
0.00,0.05,0.00,0.15,0.80,0.0006,0.0005,0.0005
0.00,0.05,0.00,0.10,0.85,0.0002,0.0003,0.0010
0.00,0.05,0.00,0.05,0.90,0.0007,0.0008,0.0020
0.00,0.05,0.00,0.00,0.95,0.0015,0.0020,0.0039
0.00,0.00,1.00,0.00,0.00,0.3211,0.2584,0.0662
0.00,0.00,0.95,0.05,0.00,0.3109,0.2581,0.0681
0.00,0.00,0.95,0.00,0.05,0.2215,0.1801,0.0533
0.00,0.00,0.90,0.10,0.00,0.2973,0.2373,0.0628
0.00,0.00,0.90,0.05,0.05,0.2142,0.1768,0.0588
0.00,0.00,0.90,0.00,0.10,0.1519,0.1396,0.0362
0.00,0.00,0.85,0.15,0.00,0.2737,0.2127,0.0615
0.00,0.00,0.85,0.10,0.05,0.2018,0.1787,0.0468
0.00,0.00,0.85,0.05,0.10,0.1459,0.1267,0.0401
0.00,0.00,0.85,0.00,0.15,0.1001,0.0876,0.0306
0.00,0.00,0.80,0.20,0.00,0.2401,0.2058,0.0557
0.00,0.00,0.80,0.15,0.05,0.1822,0.1621,0.0486
0.00,0.00,0.80,0.10,0.10,0.1471,0.1235,0.0415
0.00,0.00,0.80,0.05,0.15,0.0982,0.0919,0.0328
0.00,0.00,0.80,0.00,0.20,0.0732,0.0667,0.0291
0.00,0.00,0.75,0.25,0.00,0.2178,0.1882,0.0557
0.00,0.00,0.75,0.20,0.05,0.1697,0.1492,0.0482
0.00,0.00,0.75,0.15,0.10,0.1174,0.1111,0.0384
0.00,0.00,0.75,0.10,0.15,0.0979,0.0912,0.0354
0.00,0.00,0.75,0.05,0.20,0.0613,0.0653,0.0259
0.00,0.00,0.75,0.00,0.25,0.0435,0.0442,0.0182
0.00,0.00,0.70,0.30,0.00,0.1780,0.1706,0.0554
0.00,0.00,0.70,0.25,0.05,0.1340,0.1276,0.0467
0.00,0.00,0.70,0.20,0.10,0.1040,0.1047,0.0434
0.00,0.00,0.70,0.15,0.15,0.0716,0.0786,0.0331
0.00,0.00,0.70,0.10,0.20,0.0604,0.0607,0.0276
0.00,0.00,0.70,0.05,0.25,0.0447,0.0422,0.0199
0.00,0.00,0.70,0.00,0.30,0.0254,0.0320,0.0137
0.00,0.00,0.65,0.35,0.00,0.1506,0.1392,0.0603
0.00,0.00,0.65,0.30,0.05,0.1139,0.1129,0.0466
0.00,0.00,0.65,0.25,0.10,0.0912,0.0866,0.0381
0.00,0.00,0.65,0.20,0.15,0.0672,0.0676,0.0347
0.00,0.00,0.65,0.15,0.20,0.0495,0.0501,0.0245
0.00,0.00,0.65,0.10,0.25,0.0388,0.0398,0.0209
0.00,0.00,0.65,0.05,0.30,0.0247,0.0302,0.0151
0.00,0.00,0.65,0.00,0.35,0.0180,0.0215,0.0133
0.00,0.00,0.60,0.40,0.00,0.1159,0.1151,0.0559
0.00,0.00,0.60,0.35,0.05,0.0946,0.0959,0.0482
0.00,0.00,0.60,0.30,0.10,0.0789,0.0759,0.0361
0.00,0.00,0.60,0.25,0.15,0.0559,0.0614,0.0356
0.00,0.00,0.60,0.20,0.20,0.0420,0.0480,0.0283
0.00,0.00,0.60,0.15,0.25,0.0307,0.0335,0.0187
0.00,0.00,0.60,0.10,0.30,0.0217,0.0257,0.0161
0.00,0.00,0.60,0.05,0.35,0.0154,0.0186,0.0126
0.00,0.00,0.60,0.00,0.40,0.0104,0.0115,0.0102
0.00,0.00,0.55,0.45,0.00,0.0944,0.0956,0.0557
0.00,0.00,0.55,0.40,0.05,0.0710,0.0771,0.0474
0.00,0.00,0.55,0.35,0.10,0.0581,0.0633,0.0379
0.00,0.00,0.55,0.30,0.15,0.0483,0.0501,0.0336
0.00,0.00,0.55,0.25,0.20,0.0326,0.0388,0.0245
0.00,0.00,0.55,0.20,0.25,0.0284,0.0257,0.0190
0.00,0.00,0.55,0.15,0.30,0.0191,0.0221,0.0155
0.00,0.00,0.55,0.10,0.35,0.0135,0.0127,0.0106
0.00,0.00,0.55,0.05,0.40,0.0100,0.0136,0.0099
0.00,0.00,0.55,0.00,0.45,0.0085,0.0070,0.0079
0.00,0.00,0.50,0.50,0.00,0.0721,0.0708,0.0466
0.00,0.00,0.50,0.45,0.05,0.0527,0.0628,0.0400
0.00,0.00,0.50,0.40,0.10,0.0420,0.0533,0.0346
0.00,0.00,0.50,0.35,0.15,0.0406,0.0372,0.0303
0.00,0.00,0.50,0.30,0.20,0.0270,0.0271,0.0238
0.00,0.00,0.50,0.25,0.25,0.0220,0.0195,0.0176
0.00,0.00,0.50,0.20,0.30,0.0175,0.0156,0.0136
0.00,0.00,0.50,0.15,0.35,0.0107,0.0108,0.0092
0.00,0.00,0.50,0.10,0.40,0.0077,0.0103,0.0081
0.00,0.00,0.50,0.05,0.45,0.0067,0.0077,0.0079
0.00,0.00,0.50,0.00,0.50,0.0046,0.0085,0.0074
0.00,0.00,0.45,0.55,0.00,0.0475,0.0560,0.0390
0.00,0.00,0.45,0.50,0.05,0.0372,0.0434,0.0382
0.00,0.00,0.45,0.45,0.10,0.0296,0.0327,0.0280
0.00,0.00,0.45,0.40,0.15,0.0206,0.0308,0.0238
0.00,0.00,0.45,0.35,0.20,0.0176,0.0219,0.0205
0.00,0.00,0.45,0.30,0.25,0.0142,0.0189,0.0145
0.00,0.00,0.45,0.25,0.30,0.0109,0.0133,0.0134
0.00,0.00,0.45,0.20,0.35,0.0102,0.0117,0.0094
0.00,0.00,0.45,0.15,0.40,0.0055,0.0062,0.0071
0.00,0.00,0.45,0.10,0.45,0.0038,0.0060,0.0071
0.00,0.00,0.45,0.05,0.50,0.0043,0.0047,0.0084
0.00,0.00,0.45,0.00,0.55,0.0036,0.0077,0.0081
0.00,0.00,0.40,0.60,0.00,0.0287,0.0410,0.0319
0.00,0.00,0.40,0.55,0.05,0.0229,0.0306,0.0326
0.00,0.00,0.40,0.50,0.10,0.0192,0.0262,0.0230
0.00,0.00,0.40,0.45,0.15,0.0173,0.0189,0.0187
0.00,0.00,0.40,0.40,0.20,0.0119,0.0195,0.0138
0.00,0.00,0.40,0.35,0.25,0.0094,0.0133,0.0137
0.00,0.00,0.40,0.30,0.30,0.0074,0.0093,0.0088
0.00,0.00,0.40,0.25,0.35,0.0040,0.0075,0.0087
0.00,0.00,0.40,0.20,0.40,0.0042,0.0053,0.0044
0.00,0.00,0.40,0.15,0.45,0.0030,0.0041,0.0055
0.00,0.00,0.40,0.10,0.50,0.0045,0.0047,0.0069
0.00,0.00,0.40,0.05,0.55,0.0032,0.0045,0.0054
0.00,0.00,0.40,0.00,0.60,0.0025,0.0070,0.0058
0.00,0.00,0.35,0.65,0.00,0.0204,0.0247,0.0281
0.00,0.00,0.35,0.60,0.05,0.0167,0.0221,0.0246
0.00,0.00,0.35,0.55,0.10,0.0118,0.0160,0.0187
0.00,0.00,0.35,0.50,0.15,0.0114,0.0124,0.0140
0.00,0.00,0.35,0.45,0.20,0.0111,0.0099,0.0089
0.00,0.00,0.35,0.40,0.25,0.0058,0.0093,0.0074
0.00,0.00,0.35,0.35,0.30,0.0052,0.0072,0.0064
0.00,0.00,0.35,0.30,0.35,0.0040,0.0044,0.0051
0.00,0.00,0.35,0.25,0.40,0.0019,0.0041,0.0051
0.00,0.00,0.35,0.20,0.45,0.0017,0.0042,0.0036
0.00,0.00,0.35,0.15,0.50,0.0023,0.0024,0.0040
0.00,0.00,0.35,0.10,0.55,0.0018,0.0033,0.0041
0.00,0.00,0.35,0.05,0.60,0.0021,0.0041,0.0057
0.00,0.00,0.35,0.00,0.65,0.0023,0.0051,0.0055
0.00,0.00,0.30,0.70,0.00,0.0110,0.0158,0.0168
0.00,0.00,0.30,0.65,0.05,0.0088,0.0129,0.0159
0.00,0.00,0.30,0.60,0.10,0.0063,0.0107,0.0138
0.00,0.00,0.30,0.55,0.15,0.0064,0.0069,0.0106
0.00,0.00,0.30,0.50,0.20,0.0047,0.0066,0.0057
0.00,0.00,0.30,0.45,0.25,0.0033,0.0049,0.0072
0.00,0.00,0.30,0.40,0.30,0.0015,0.0037,0.0058
