# Ag,Au,Cu,Pd,Pt,active sites
-0.00,0.59,0.22,0.19,0.00,0.1319
-0.00,0.59,0.22,0.19,0.00,0.1255
-0.00,0.59,0.23,0.18,0.00,0.1298
-0.00,0.59,0.23,0.18,0.00,0.1270
-0.00,0.59,0.23,0.18,0.00,0.1241
-0.00,0.59,0.22,0.19,0.00,0.1300
-0.00,0.59,0.22,0.19,0.00,0.1248
0.02,0.59,0.22,0.17,0.00,0.1228
-0.00,0.59,0.22,0.19,0.00,0.1291
-0.00,0.59,0.22,0.19,0.00,0.1275
-0.00,0.59,0.22,0.19,0.00,0.1303
-0.00,0.59,0.22,0.19,0.00,0.1354
-0.00,0.59,0.22,0.19,0.00,0.1391
-0.00,0.59,0.22,0.19,0.00,0.1323
-0.00,0.59,0.22,0.19,0.00,0.1268
-0.00,0.59,0.22,0.19,0.00,0.1303
-0.00,0.59,0.22,0.19,0.00,0.1259
-0.00,0.59,0.22,0.19,0.00,0.1320
-0.00,0.59,0.22,0.19,0.00,0.1299
-0.00,0.59,0.22,0.19,0.00,0.1277
-0.00,0.59,0.22,0.19,0.00,0.1238
-0.00,0.59,0.22,0.19,0.00,0.1287
-0.00,0.59,0.22,0.19,0.00,0.1298
-0.00,0.59,0.22,0.19,0.00,0.1321
-0.00,0.59,0.22,0.19,0.00,0.1397
1.00,0.00,0.00,0.00,0.00,0.0000
-0.00,0.59,0.22,0.19,0.00,0.1307
0.00,0.55,0.23,0.22,0.00,0.1244
-0.00,0.59,0.22,0.19,0.00,0.1331
-0.00,0.59,0.22,0.19,0.00,0.1329
-0.00,0.59,0.22,0.19,0.00,0.1261
-0.00,0.59,0.22,0.19,0.00,0.1324
-0.00,0.59,0.22,0.19,0.00,0.1343
-0.00,0.59,0.22,0.19,0.00,0.1307
-0.00,0.59,0.22,0.19,0.00,0.1223
-0.00,0.59,0.22,0.19,0.00,0.1238
-0.00,0.72,0.00,-0.00,0.28,0.0649
0.00,0.60,0.22,0.18,0.00,0.1264
0.00,0.60,0.22,0.18,0.00,0.1307
0.00,0.60,0.22,0.18,0.00,0.1324
0.00,0.60,0.22,0.18,0.00,0.1321
-0.00,0.61,0.21,0.18,0.00,0.1317
-0.00,0.61,0.21,0.18,0.00,0.1242
0.00,0.60,0.22,0.18,0.00,0.1282
0.00,0.60,0.22,0.18,0.00,0.1314
0.00,0.60,0.22,0.18,0.00,0.1369
-0.00,0.61,0.21,0.18,0.00,0.1227
0.00,0.60,0.22,0.18,0.00,0.1395
0.00,0.60,0.22,0.18,0.00,0.1286
0.00,0.60,0.22,0.18,0.00,0.1234
0.00,0.60,0.22,0.18,0.00,0.1290
0.00,0.60,0.22,0.18,0.00,0.1243
0.01,0.61,0.21,0.18,0.00,0.1282
0.00,0.60,0.22,0.18,0.00,0.1260
0.00,0.60,0.22,0.18,0.00,0.1273
0.00,0.60,0.22,0.18,0.00,0.1302
0.00,0.60,0.22,0.18,0.00,0.1324
0.00,0.60,0.22,0.18,0.00,0.1289
0.00,0.60,0.22,0.18,0.00,0.1262
0.00,0.60,0.22,0.18,0.00,0.1305
0.00,0.60,0.22,0.18,0.00,0.1330
0.00,0.60,0.22,0.18,0.00,0.1290
-0.00,0.61,0.21,0.18,0.01,0.1279
0.00,0.60,0.22,0.18,0.00,0.1217
0.00,0.60,0.22,0.18,0.00,0.1221
0.00,0.60,0.22,0.18,0.00,0.1259
0.00,0.60,0.22,0.18,0.00,0.1292
0.00,0.60,0.22,0.18,0.00,0.1261
0.00,0.60,0.22,0.18,0.00,0.1275
0.00,0.60,0.22,0.18,0.00,0.1241
-0.00,0.59,0.22,0.19,0.00,0.1331
-0.00,0.59,0.22,0.19,0.00,0.1301
-0.00,0.59,0.22,0.19,0.00,0.1312
-0.00,0.59,0.22,0.19,0.00,0.1234
1.00,0.00,0.00,0.00,0.00,0.0000
-0.00,0.59,0.22,0.19,0.00,0.1312
-0.00,0.59,0.22,0.19,0.00,0.1297
-0.00,0.59,0.22,0.19,0.00,0.1225
1.00,0.00,0.00,0.00,0.00,0.0000
-0.00,0.59,0.22,0.19,0.00,0.1310
-0.00,0.59,0.22,0.19,0.00,0.1279
0.00,0.60,0.22,0.18,0.00,0.1232
1.00,0.00,0.00,0.00,0.00,0.0000
-0.00,0.59,0.22,0.19,0.00,0.1281
-0.00,0.59,0.22,0.19,0.00,0.1341
-0.00,0.59,0.22,0.19,0.00,0.1270
-0.00,0.59,0.22,0.19,0.00,0.1288
-0.00,0.59,0.22,0.19,0.00,0.1296
-0.00,0.59,0.22,0.19,0.00,0.1254
-0.00,0.59,0.22,0.19,0.00,0.1302
-0.00,0.59,0.22,0.19,0.00,0.1304
-0.00,0.59,0.22,0.19,0.00,0.1280
-0.00,0.59,0.22,0.19,0.00,0.1263
0.00,0.60,0.22,0.18,0.00,0.1267
-0.00,0.59,0.22,0.19,0.00,0.1227
0.00,0.60,0.22,0.18,0.00,0.1350
0.00,0.60,0.22,0.18,0.00,0.1318
0.00,0.60,0.22,0.18,0.00,0.1240
0.00,0.60,0.22,0.18,0.00,0.1249
0.00,0.60,0.22,0.18,0.00,0.1272
0.00,0.60,0.22,0.18,0.00,0.1291
0.00,0.60,0.22,0.18,0.00,0.1285
0.00,0.60,0.22,0.18,0.00,0.1284
0.00,0.60,0.22,0.18,0.00,0.1307
0.00,0.60,0.22,0.18,0.00,0.1258
0.00,0.60,0.22,0.18,0.00,0.1308
0.00,0.60,0.22,0.18,0.00,0.1335
1.00,0.00,0.00,0.00,0.00,0.0000
0.00,0.60,0.22,0.18,0.00,0.1243
1.00,0.00,0.00,0.00,0.00,0.0000
