# Ag,Au,Cu,Pd,Pt,active sites
-0.00,0.76,0.00,-0.00,0.24,0.0753
0.00,1.00,0.00,0.00,0.00,0.0000
-0.00,0.32,0.54,0.14,0.00,0.1303
-0.00,0.29,0.71,-0.00,0.00,0.0629
0.18,0.29,0.43,0.10,0.00,0.1399
0.03,0.43,0.38,0.16,0.00,0.1573
-0.00,0.44,0.38,0.18,0.00,0.1365
0.10,0.42,0.34,0.14,0.00,0.1504
0.09,0.42,0.34,0.14,0.00,0.1493
-0.00,0.34,0.45,0.02,0.19,0.0794
0.28,0.31,0.29,0.11,0.00,0.1447
0.62,0.00,0.26,0.12,0.00,0.1451
-0.00,-0.00,0.00,0.71,0.29,0.0000
0.72,0.00,0.28,-0.00,0.00,0.1272
0.09,0.42,0.34,0.14,0.00,0.1588
0.11,0.41,0.35,0.14,0.00,0.1510
0.09,0.42,0.34,0.14,0.00,0.1509
-0.00,0.29,-0.00,0.71,0.00,0.0150
0.23,0.52,0.00,0.00,0.25,0.0662
0.09,0.42,0.35,0.14,0.00,0.1466
0.27,0.00,0.00,0.73,0.00,0.0021
0.08,0.44,0.34,0.14,0.00,0.1415
0.06,0.47,0.32,0.15,0.00,0.1542
0.06,0.47,0.32,0.15,0.00,0.1551
0.06,0.47,0.32,0.15,0.00,0.1505
0.06,0.47,0.32,0.15,0.00,0.1498
0.06,0.47,0.32,0.15,0.00,0.1510
0.06,0.47,0.32,0.15,0.00,0.1488
0.07,0.46,0.32,0.15,0.00,0.1528
0.07,0.46,0.32,0.15,0.00,0.1558
0.06,0.47,0.32,0.15,0.00,0.1508
0.06,0.47,0.32,0.15,0.00,0.1481
0.28,0.24,0.31,-0.00,0.17,0.0699
0.09,0.42,0.34,0.14,0.00,0.1557
0.09,0.42,0.35,0.14,0.00,0.1528
0.46,0.54,0.00,-0.00,0.00,0.0000
0.12,0.42,0.33,0.14,0.00,0.1589
0.15,0.41,0.31,0.14,0.00,0.1427
0.09,0.44,0.33,0.14,0.00,0.1500
0.09,0.44,0.33,0.14,0.00,0.1594
0.09,0.44,0.33,0.14,0.00,0.1538
0.09,0.44,0.33,0.14,0.00,0.1428
0.09,0.44,0.33,0.14,0.00,0.1424
0.08,0.46,0.32,0.14,0.00,0.1468
0.07,0.46,0.32,0.15,0.00,0.1499
0.09,0.42,0.35,0.14,0.00,0.1463
0.07,0.47,0.31,0.15,0.00,0.1505
0.07,0.47,0.31,0.15,0.00,0.1484
0.07,0.46,0.32,0.15,0.00,0.1506
0.07,0.46,0.32,0.15,0.00,0.1460
0.11,0.40,0.36,0.14,0.00,0.1408
0.06,0.49,0.30,0.15,0.00,0.1570
0.06,0.49,0.30,0.15,0.00,0.1543
0.06,0.49,0.30,0.15,0.00,0.1583
0.06,0.49,0.30,0.15,0.00,0.1528
0.06,0.49,0.30,0.15,0.00,0.1507
0.06,0.49,0.30,0.15,0.00,0.1507
0.06,0.49,0.30,0.15,0.00,0.1484
0.06,0.49,0.30,0.15,0.00,0.1579
0.06,0.49,0.30,0.15,0.00,0.1480
0.06,0.49,0.30,0.15,0.00,0.1446
0.06,0.49,0.30,0.15,0.00,0.1460
0.06,0.49,0.30,0.15,0.00,0.1572
0.06,0.49,0.30,0.15,0.00,0.1527
0.06,0.49,0.30,0.15,0.00,0.1564
0.06,0.49,0.30,0.15,0.00,0.1494
0.06,0.49,0.30,0.15,0.00,0.1467
0.06,0.49,0.30,0.15,0.00,0.1552
0.06,0.49,0.30,0.15,0.00,0.1526
0.06,0.49,0.30,0.15,0.00,0.1457
0.06,0.49,0.30,0.15,0.00,0.1552
0.06,0.49,0.30,0.15,0.00,0.1565
0.06,0.49,0.30,0.15,0.00,0.1544
0.06,0.49,0.30,0.15,0.00,0.1581
0.06,0.49,0.30,0.15,0.00,0.1558
0.06,0.49,0.30,0.15,0.00,0.1547
0.05,0.51,0.29,0.15,0.00,0.1401
0.06,0.49,0.30,0.15,0.00,0.1563
0.06,0.49,0.30,0.15,0.00,0.1453
0.06,0.49,0.30,0.15,0.00,0.1480
0.06,0.49,0.30,0.15,0.00,0.1483
0.06,0.49,0.30,0.15,0.00,0.1483
0.06,0.49,0.30,0.15,0.00,0.1440
0.06,0.49,0.30,0.15,0.00,0.1593
0.06,0.49,0.30,0.15,0.00,0.1503
0.06,0.49,0.30,0.15,0.00,0.1466
0.06,0.49,0.30,0.15,0.00,0.1485
0.06,0.49,0.30,0.15,0.00,0.1541
0.06,0.49,0.30,0.15,0.00,0.1480
0.06,0.49,0.30,0.15,0.00,0.1517
0.06,0.49,0.30,0.15,0.00,0.1502
0.06,0.49,0.30,0.15,0.00,0.1497
0.06,0.49,0.31,0.15,0.00,0.1524
0.06,0.49,0.31,0.15,0.00,0.1513
0.06,0.49,0.31,0.15,0.00,0.1499
0.06,0.49,0.31,0.15,0.00,0.1428
0.06,0.48,0.31,0.15,0.00,0.1556
0.06,0.48,0.31,0.15,0.00,0.1465
0.06,0.48,0.31,0.15,0.00,0.1482
0.06,0.48,0.31,0.15,0.00,0.1508
0.06,0.48,0.31,0.15,0.00,0.1448
0.06,0.48,0.31,0.15,0.00,0.1529
0.06,0.48,0.31,0.15,0.00,0.1530
0.06,0.48,0.31,0.15,0.00,0.1507
0.06,0.48,0.31,0.15,0.00,0.1527
0.06,0.48,0.31,0.15,0.00,0.1520
0.06,0.48,0.31,0.15,0.00,0.1477
0.06,0.48,0.31,0.15,0.00,0.1436
0.06,0.48,0.31,0.15,0.00,0.1445
0.06,0.48,0.31,0.15,0.00,0.1481
0.06,0.48,0.31,0.15,0.00,0.1521
0.06,0.48,0.31,0.15,0.00,0.1525
0.06,0.48,0.31,0.15,0.00,0.1500
-0.00,0.48,-0.00,0.24,0.28,0.0383
0.06,0.48,0.31,0.15,0.00,0.1518
0.06,0.48,0.31,0.15,0.00,0.1497
0.06,0.48,0.31,0.15,0.00,0.1570
0.06,0.48,0.31,0.15,0.00,0.1499
0.06,0.48,0.31,0.15,0.00,0.1506
0.06,0.48,0.31,0.15,0.00,0.1545
0.06,0.48,0.31,0.15,0.00,0.1547
0.06,0.48,0.31,0.15,0.00,0.1454
0.06,0.48,0.31,0.15,0.00,0.1513
0.06,0.48,0.31,0.15,0.00,0.1492
0.06,0.48,0.31,0.15,0.00,0.1553
0.06,0.48,0.31,0.15,0.00,0.1490
0.06,0.48,0.31,0.15,0.00,0.1503
0.06,0.48,0.31,0.15,0.00,0.1551
0.06,0.48,0.31,0.15,0.00,0.1552
0.06,0.48,0.31,0.15,0.00,0.1531
0.06,0.48,0.31,0.15,0.00,0.1469
0.06,0.48,0.31,0.15,0.00,0.1487
0.06,0.48,0.31,0.15,0.00,0.1475
0.06,0.48,0.31,0.15,0.00,0.1519
0.06,0.48,0.31,0.15,0.00,0.1506
0.06,0.48,0.31,0.15,0.00,0.1495
0.06,0.48,0.31,0.15,0.00,0.1501
0.32,-0.00,0.00,0.37,0.31,0.0033
0.06,0.48,0.31,0.15,0.00,0.1520
0.06,0.48,0.31,0.15,0.00,0.1487
0.06,0.48,0.31,0.15,0.00,0.1547
0.06,0.48,0.31,0.15,0.00,0.1468
0.06,0.48,0.31,0.15,0.00,0.1555
0.06,0.48,0.31,0.15,0.00,0.1450
0.06,0.48,0.31,0.15,0.00,0.1515
0.06,0.48,0.31,0.15,0.00,0.1477
0.06,0.48,0.31,0.15,0.00,0.1556
0.06,0.48,0.31,0.15,0.00,0.1523
0.06,0.48,0.31,0.15,0.00,0.1399
0.06,0.48,0.31,0.15,0.00,0.1529
0.06,0.48,0.31,0.15,0.00,0.1476
0.06,0.48,0.31,0.15,0.00,0.1540
0.06,0.48,0.31,0.15,0.00,0.1523
0.06,0.48,0.31,0.15,0.00,0.1528
0.06,0.48,0.31,0.15,0.00,0.1493
0.06,0.48,0.31,0.15,0.00,0.1479
0.06,0.48,0.31,0.15,0.00,0.1517
0.06,0.48,0.31,0.15,0.00,0.1624
