# Ag,Au,Cu,Pd,Pt,P_NO=1,P_NO=05,P_NO=01
1.00,0.00,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.95,0.05,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.95,0.00,0.05,0.00,0.00,0.0157,0.0256,0.0134
0.95,0.00,0.00,0.05,0.00,0.0225,0.0276,0.0133
0.95,0.00,0.00,0.00,0.05,0.0000,0.0000,0.0000
0.90,0.10,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.90,0.05,0.05,0.00,0.00,0.0177,0.0289,0.0138
0.90,0.05,0.00,0.05,0.00,0.0248,0.0288,0.0118
0.90,0.05,0.00,0.00,0.05,0.0001,0.0000,0.0000
0.90,0.00,0.10,0.00,0.00,0.0265,0.0602,0.0245
0.90,0.00,0.05,0.05,0.00,0.0411,0.0575,0.0379
0.90,0.00,0.05,0.00,0.05,0.0132,0.0190,0.0100
0.90,0.00,0.00,0.10,0.00,0.0411,0.0483,0.0256
0.90,0.00,0.00,0.05,0.05,0.0175,0.0207,0.0059
0.90,0.00,0.00,0.00,0.10,0.0001,0.0001,0.0000
0.85,0.15,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.85,0.10,0.05,0.00,0.00,0.0164,0.0281,0.0133
0.85,0.10,0.00,0.05,0.00,0.0250,0.0239,0.0109
0.85,0.10,0.00,0.00,0.05,0.0007,0.0003,0.0000
0.85,0.05,0.10,0.00,0.00,0.0289,0.0517,0.0479
0.85,0.05,0.00,0.10,0.00,0.0400,0.0517,0.0342
0.85,0.05,0.00,0.00,0.10,0.0011,0.0004,0.0002
0.85,0.00,0.15,0.00,0.00,0.0416,0.0805,0.0626
0.85,0.00,0.10,0.05,0.00,0.0626,0.0875,0.0552
0.85,0.00,0.10,0.00,0.05,0.0319,0.0446,0.0249
0.85,0.00,0.05,0.10,0.00,0.0582,0.0829,0.0642
0.85,0.00,0.05,0.00,0.10,0.0115,0.0192,0.0150
0.85,0.00,0.00,0.15,0.00,0.0545,0.0665,0.0544
0.85,0.00,0.00,0.10,0.05,0.0295,0.0327,0.0204
0.85,0.00,0.00,0.05,0.10,0.0147,0.0179,0.0076
0.85,0.00,0.00,0.00,0.15,0.0007,0.0006,0.0002
0.80,0.20,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.80,0.15,0.05,0.00,0.00,0.0145,0.0269,0.0175
0.80,0.15,0.00,0.05,0.00,0.0218,0.0280,0.0118
0.80,0.15,0.00,0.00,0.05,0.0007,0.0005,0.0000
0.80,0.10,0.10,0.00,0.00,0.0299,0.0602,0.0399
0.80,0.10,0.00,0.10,0.00,0.0413,0.0448,0.0268
0.80,0.10,0.00,0.00,0.10,0.0015,0.0012,0.0006
0.80,0.05,0.15,0.00,0.00,0.0429,0.0795,0.0556
0.80,0.05,0.00,0.15,0.00,0.0501,0.0614,0.0555
0.80,0.05,0.00,0.00,0.15,0.0034,0.0024,0.0012
0.80,0.00,0.20,0.00,0.00,0.0535,0.0992,0.1046
0.80,0.00,0.15,0.05,0.00,0.0732,0.1089,0.0903
0.80,0.00,0.15,0.00,0.05,0.0372,0.0617,0.0665
0.80,0.00,0.10,0.10,0.00,0.0728,0.1030,0.0768
0.80,0.00,0.10,0.00,0.10,0.0230,0.0348,0.0313
0.80,0.00,0.05,0.15,0.00,0.0625,0.0854,0.0792
0.80,0.00,0.05,0.00,0.15,0.0114,0.0125,0.0112
0.80,0.00,0.00,0.20,0.00,0.0558,0.0693,0.0545
0.80,0.00,0.00,0.15,0.05,0.0402,0.0427,0.0326
0.80,0.00,0.00,0.10,0.10,0.0235,0.0260,0.0217
0.80,0.00,0.00,0.05,0.15,0.0117,0.0151,0.0092
0.80,0.00,0.00,0.00,0.20,0.0026,0.0032,0.0015
0.75,0.25,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.75,0.20,0.05,0.00,0.00,0.0180,0.0272,0.0169
0.75,0.20,0.00,0.05,0.00,0.0222,0.0299,0.0084
0.75,0.20,0.00,0.00,0.05,0.0010,0.0007,0.0001
0.75,0.15,0.10,0.00,0.00,0.0352,0.0580,0.0352
0.75,0.15,0.00,0.10,0.00,0.0415,0.0422,0.0263
0.75,0.15,0.00,0.00,0.10,0.0026,0.0026,0.0002
0.75,0.10,0.15,0.00,0.00,0.0512,0.0778,0.0614
0.75,0.10,0.00,0.15,0.00,0.0537,0.0604,0.0539
0.75,0.10,0.00,0.00,0.15,0.0038,0.0041,0.0027
0.75,0.05,0.20,0.00,0.00,0.0532,0.0999,0.0818
0.75,0.05,0.00,0.20,0.00,0.0543,0.0676,0.0608
0.75,0.05,0.00,0.00,0.20,0.0056,0.0063,0.0046
0.75,0.00,0.25,0.00,0.00,0.0678,0.1134,0.1179
0.75,0.00,0.20,0.05,0.00,0.0828,0.1277,0.1067
0.75,0.00,0.20,0.00,0.05,0.0417,0.0715,0.0623
0.75,0.00,0.15,0.10,0.00,0.0897,0.1288,0.0928
0.75,0.00,0.15,0.00,0.10,0.0339,0.0485,0.0487
0.75,0.00,0.10,0.15,0.00,0.0871,0.1109,0.0992
0.75,0.00,0.10,0.00,0.15,0.0182,0.0293,0.0245
0.75,0.00,0.05,0.20,0.00,0.0700,0.0887,0.0852
0.75,0.00,0.05,0.00,0.20,0.0118,0.0164,0.0109
0.75,0.00,0.00,0.25,0.00,0.0577,0.0644,0.0689
0.75,0.00,0.00,0.20,0.05,0.0365,0.0496,0.0421
0.75,0.00,0.00,0.15,0.10,0.0255,0.0338,0.0300
0.75,0.00,0.00,0.10,0.15,0.0195,0.0213,0.0224
0.75,0.00,0.00,0.05,0.20,0.0131,0.0126,0.0113
0.75,0.00,0.00,0.00,0.25,0.0043,0.0056,0.0042
0.70,0.30,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.70,0.25,0.05,0.00,0.00,0.0187,0.0276,0.0113
0.70,0.25,0.00,0.05,0.00,0.0226,0.0260,0.0120
0.70,0.25,0.00,0.00,0.05,0.0017,0.0014,0.0003
0.70,0.20,0.10,0.00,0.00,0.0365,0.0558,0.0374
0.70,0.20,0.00,0.10,0.00,0.0437,0.0495,0.0374
0.70,0.20,0.00,0.00,0.10,0.0038,0.0052,0.0019
0.70,0.15,0.15,0.00,0.00,0.0506,0.0848,0.0686
0.70,0.15,0.00,0.15,0.00,0.0516,0.0599,0.0509
0.70,0.15,0.00,0.00,0.15,0.0076,0.0066,0.0053
0.70,0.10,0.20,0.00,0.00,0.0589,0.1038,0.0974
0.70,0.10,0.00,0.20,0.00,0.0551,0.0687,0.0604
0.70,0.10,0.00,0.00,0.20,0.0091,0.0115,0.0041
0.70,0.05,0.25,0.00,0.00,0.0624,0.1136,0.1072
0.70,0.05,0.00,0.25,0.00,0.0531,0.0675,0.0590
0.70,0.05,0.00,0.00,0.25,0.0110,0.0116,0.0083
0.70,0.00,0.30,0.00,0.00,0.0614,0.1141,0.1553
0.70,0.00,0.25,0.05,0.00,0.0841,0.1325,0.1266
0.70,0.00,0.25,0.00,0.05,0.0521,0.0840,0.0900
0.70,0.00,0.20,0.10,0.00,0.1005,0.1319,0.1429
0.70,0.00,0.20,0.00,0.10,0.0415,0.0569,0.0715
0.70,0.00,0.15,0.15,0.00,0.0908,0.1260,0.1366
0.70,0.00,0.15,0.00,0.15,0.0270,0.0360,0.0453
0.70,0.00,0.10,0.20,0.00,0.0822,0.1043,0.1084
0.70,0.00,0.10,0.00,0.20,0.0192,0.0262,0.0244
0.70,0.00,0.05,0.25,0.00,0.0682,0.0872,0.0806
0.70,0.00,0.05,0.00,0.25,0.0148,0.0166,0.0132
0.70,0.00,0.00,0.30,0.00,0.0494,0.0644,0.0583
0.70,0.00,0.00,0.25,0.05,0.0401,0.0473,0.0431
0.70,0.00,0.00,0.20,0.10,0.0311,0.0343,0.0389
0.70,0.00,0.00,0.15,0.15,0.0249,0.0295,0.0303
0.70,0.00,0.00,0.10,0.20,0.0176,0.0214,0.0213
0.70,0.00,0.00,0.05,0.25,0.0147,0.0143,0.0136
0.70,0.00,0.00,0.00,0.30,0.0099,0.0088,0.0085
0.65,0.35,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.65,0.30,0.05,0.00,0.00,0.0156,0.0298,0.0121
0.65,0.30,0.00,0.05,0.00,0.0248,0.0269,0.0111
0.65,0.30,0.00,0.00,0.05,0.0022,0.0018,0.0007
0.65,0.25,0.10,0.00,0.00,0.0379,0.0556,0.0398
0.65,0.25,0.00,0.10,0.00,0.0419,0.0520,0.0340
0.65,0.25,0.00,0.00,0.10,0.0056,0.0043,0.0044
0.65,0.20,0.15,0.00,0.00,0.0529,0.0787,0.0627
0.65,0.20,0.00,0.15,0.00,0.0505,0.0594,0.0490
0.65,0.20,0.00,0.00,0.15,0.0088,0.0120,0.0076
0.65,0.15,0.20,0.00,0.00,0.0585,0.0956,0.0726
0.65,0.15,0.00,0.20,0.00,0.0525,0.0621,0.0593
0.65,0.15,0.00,0.00,0.20,0.0140,0.0147,0.0106
0.65,0.10,0.25,0.00,0.00,0.0792,0.1051,0.1126
0.65,0.10,0.00,0.25,0.00,0.0521,0.0677,0.0556
0.65,0.10,0.00,0.00,0.25,0.0141,0.0163,0.0131
0.65,0.05,0.30,0.00,0.00,0.0680,0.1196,0.1294
0.65,0.05,0.00,0.30,0.00,0.0491,0.0614,0.0631
0.65,0.05,0.00,0.00,0.30,0.0165,0.0137,0.0135
0.65,0.00,0.35,0.00,0.00,0.0627,0.1247,0.1614
0.65,0.00,0.30,0.05,0.00,0.0841,0.1299,0.1449
0.65,0.00,0.30,0.00,0.05,0.0465,0.0892,0.1169
0.65,0.00,0.25,0.10,0.00,0.1039,0.1425,0.1441
0.65,0.00,0.25,0.00,0.10,0.0428,0.0607,0.0881
0.65,0.00,0.20,0.15,0.00,0.0970,0.1299,0.1452
0.65,0.00,0.20,0.00,0.15,0.0335,0.0464,0.0527
0.65,0.00,0.15,0.20,0.00,0.0983,0.1283,0.1177
0.65,0.00,0.15,0.00,0.20,0.0267,0.0322,0.0357
0.65,0.00,0.10,0.25,0.00,0.0735,0.0919,0.1008
0.65,0.00,0.10,0.00,0.25,0.0210,0.0253,0.0209
0.65,0.00,0.05,0.30,0.00,0.0629,0.0763,0.0756
0.65,0.00,0.05,0.00,0.30,0.0171,0.0178,0.0166
0.65,0.00,0.00,0.35,0.00,0.0434,0.0565,0.0463
0.65,0.00,0.00,0.30,0.05,0.0364,0.0447,0.0437
0.65,0.00,0.00,0.25,0.10,0.0294,0.0384,0.0348
0.65,0.00,0.00,0.20,0.15,0.0255,0.0293,0.0341
0.65,0.00,0.00,0.15,0.20,0.0205,0.0281,0.0200
0.65,0.00,0.00,0.10,0.25,0.0215,0.0207,0.0182
0.65,0.00,0.00,0.05,0.30,0.0149,0.0180,0.0161
0.65,0.00,0.00,0.00,0.35,0.0124,0.0141,0.0100
0.60,0.40,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.60,0.35,0.05,0.00,0.00,0.0230,0.0283,0.0164
0.60,0.35,0.00,0.05,0.00,0.0230,0.0290,0.0171
0.60,0.35,0.00,0.00,0.05,0.0031,0.0031,0.0011
0.60,0.30,0.10,0.00,0.00,0.0328,0.0600,0.0372
0.60,0.30,0.00,0.10,0.00,0.0409,0.0499,0.0348
0.60,0.30,0.00,0.00,0.10,0.0090,0.0065,0.0024
0.60,0.25,0.15,0.00,0.00,0.0514,0.0856,0.0654
0.60,0.25,0.00,0.15,0.00,0.0531,0.0598,0.0446
0.60,0.25,0.00,0.00,0.15,0.0121,0.0170,0.0118
0.60,0.20,0.20,0.00,0.00,0.0689,0.1011,0.0810
0.60,0.20,0.00,0.20,0.00,0.0556,0.0717,0.0599
0.60,0.20,0.00,0.00,0.20,0.0211,0.0207,0.0107
0.60,0.15,0.25,0.00,0.00,0.0687,0.1126,0.1045
0.60,0.15,0.00,0.25,0.00,0.0509,0.0710,0.0635
0.60,0.15,0.00,0.00,0.25,0.0203,0.0207,0.0183
0.60,0.10,0.30,0.00,0.00,0.0700,0.1162,0.1269
0.60,0.10,0.00,0.30,0.00,0.0505,0.0602,0.0552
0.60,0.10,0.00,0.00,0.30,0.0189,0.0246,0.0200
0.60,0.05,0.35,0.00,0.00,0.0621,0.1206,0.1415
0.60,0.05,0.00,0.35,0.00,0.0419,0.0546,0.0586
0.60,0.05,0.00,0.00,0.35,0.0180,0.0205,0.0183
0.60,0.00,0.40,0.00,0.00,0.0617,0.1118,0.1703
0.60,0.00,0.35,0.05,0.00,0.0831,0.1413,0.1611
0.60,0.00,0.35,0.00,0.05,0.0519,0.0814,0.1207
0.60,0.00,0.30,0.10,0.00,0.0981,0.1470,0.1537
0.60,0.00,0.30,0.00,0.10,0.0456,0.0697,0.0826
0.60,0.00,0.25,0.15,0.00,0.1113,0.1404,0.1423
0.60,0.00,0.25,0.00,0.15,0.0385,0.0476,0.0677
0.60,0.00,0.20,0.20,0.00,0.0900,0.1303,0.1288
0.60,0.00,0.20,0.00,0.20,0.0283,0.0389,0.0421
0.60,0.00,0.15,0.25,0.00,0.0789,0.1053,0.1131
0.60,0.00,0.15,0.00,0.25,0.0220,0.0294,0.0328
0.60,0.00,0.10,0.30,0.00,0.0654,0.0910,0.0883
0.60,0.00,0.10,0.00,0.30,0.0231,0.0231,0.0224
0.60,0.00,0.05,0.35,0.00,0.0527,0.0657,0.0671
0.60,0.00,0.05,0.00,0.35,0.0172,0.0214,0.0156
0.60,0.00,0.00,0.40,0.00,0.0399,0.0461,0.0455
0.60,0.00,0.00,0.35,0.05,0.0324,0.0361,0.0323
0.60,0.00,0.00,0.30,0.10,0.0258,0.0333,0.0362
0.60,0.00,0.00,0.25,0.15,0.0226,0.0288,0.0253
0.60,0.00,0.00,0.20,0.20,0.0230,0.0274,0.0194
0.60,0.00,0.00,0.15,0.25,0.0182,0.0234,0.0215
0.60,0.00,0.00,0.10,0.30,0.0187,0.0219,0.0204
0.60,0.00,0.00,0.05,0.35,0.0158,0.0156,0.0156
0.60,0.00,0.00,0.00,0.40,0.0141,0.0153,0.0176
0.55,0.45,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.55,0.40,0.05,0.00,0.00,0.0173,0.0318,0.0131
0.55,0.40,0.00,0.05,0.00,0.0240,0.0298,0.0172
0.55,0.40,0.00,0.00,0.05,0.0038,0.0050,0.0013
0.55,0.35,0.10,0.00,0.00,0.0376,0.0619,0.0327
0.55,0.35,0.00,0.10,0.00,0.0450,0.0496,0.0324
0.55,0.35,0.00,0.00,0.10,0.0115,0.0129,0.0082
0.55,0.30,0.15,0.00,0.00,0.0501,0.0708,0.0424
0.55,0.30,0.00,0.15,0.00,0.0553,0.0638,0.0554
0.55,0.30,0.00,0.00,0.15,0.0184,0.0232,0.0158
0.55,0.25,0.20,0.00,0.00,0.0621,0.0989,0.0751
0.55,0.25,0.00,0.20,0.00,0.0599,0.0630,0.0460
0.55,0.25,0.00,0.00,0.20,0.0221,0.0242,0.0135
0.55,0.20,0.25,0.00,0.00,0.0685,0.1120,0.0952
0.55,0.20,0.00,0.25,0.00,0.0568,0.0638,0.0646
0.55,0.20,0.00,0.00,0.25,0.0240,0.0295,0.0195
0.55,0.15,0.30,0.00,0.00,0.0790,0.1116,0.1281
0.55,0.15,0.00,0.30,0.00,0.0515,0.0609,0.0624
0.55,0.15,0.00,0.00,0.30,0.0288,0.0269,0.0215
0.55,0.10,0.35,0.00,0.00,0.0737,0.1160,0.0931
0.55,0.10,0.00,0.35,0.00,0.0413,0.0558,0.0580
0.55,0.10,0.00,0.00,0.35,0.0261,0.0266,0.0208
0.55,0.05,0.40,0.00,0.00,0.0664,0.1160,0.1655
0.55,0.05,0.00,0.40,0.00,0.0375,0.0446,0.0449
0.55,0.05,0.00,0.00,0.40,0.0233,0.0236,0.0221
0.55,0.00,0.45,0.00,0.00,0.0515,0.1019,0.1709
0.55,0.00,0.40,0.05,0.00,0.0830,0.1344,0.1841
0.55,0.00,0.40,0.00,0.05,0.0478,0.0813,0.1463
0.55,0.00,0.35,0.10,0.00,0.0881,0.1365,0.1558
0.55,0.00,0.35,0.00,0.10,0.0439,0.0585,0.1024
0.55,0.00,0.30,0.15,0.00,0.1037,0.1439,0.1589
0.55,0.00,0.30,0.00,0.15,0.0315,0.0489,0.0690
0.55,0.00,0.25,0.20,0.00,0.1039,0.1334,0.1403
0.55,0.00,0.25,0.00,0.20,0.0269,0.0381,0.0532
0.55,0.00,0.20,0.25,0.00,0.0884,0.1096,0.1091
0.55,0.00,0.20,0.00,0.25,0.0232,0.0295,0.0329
0.55,0.00,0.15,0.30,0.00,0.0648,0.0854,0.1016
0.55,0.00,0.15,0.00,0.30,0.0208,0.0237,0.0238
0.55,0.00,0.10,0.35,0.00,0.0597,0.0708,0.0741
0.55,0.00,0.10,0.00,0.35,0.0192,0.0196,0.0183
0.55,0.00,0.05,0.40,0.00,0.0422,0.0495,0.0594
0.55,0.00,0.05,0.00,0.40,0.0152,0.0193,0.0164
0.55,0.00,0.00,0.45,0.00,0.0293,0.0357,0.0414
0.55,0.00,0.00,0.40,0.05,0.0260,0.0297,0.0276
0.55,0.00,0.00,0.35,0.10,0.0198,0.0253,0.0242
0.55,0.00,0.00,0.30,0.15,0.0224,0.0245,0.0225
0.55,0.00,0.00,0.25,0.20,0.0212,0.0268,0.0229
0.55,0.00,0.00,0.20,0.25,0.0184,0.0198,0.0199
0.55,0.00,0.00,0.15,0.30,0.0194,0.0234,0.0207
0.55,0.00,0.00,0.10,0.35,0.0152,0.0196,0.0158
0.55,0.00,0.00,0.05,0.40,0.0179,0.0180,0.0161
0.55,0.00,0.00,0.00,0.45,0.0119,0.0191,0.0157
0.50,0.50,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.50,0.45,0.05,0.00,0.00,0.0178,0.0252,0.0120
0.50,0.45,0.00,0.05,0.00,0.0223,0.0254,0.0088
0.50,0.45,0.00,0.00,0.05,0.0073,0.0104,0.0025
0.50,0.40,0.10,0.00,0.00,0.0376,0.0556,0.0266
0.50,0.40,0.00,0.10,0.00,0.0366,0.0494,0.0375
0.50,0.40,0.00,0.00,0.10,0.0172,0.0179,0.0069
0.50,0.35,0.15,0.00,0.00,0.0536,0.0766,0.0506
0.50,0.35,0.00,0.15,0.00,0.0519,0.0705,0.0493
0.50,0.35,0.00,0.00,0.15,0.0199,0.0215,0.0157
0.50,0.30,0.20,0.00,0.00,0.0678,0.1029,0.0871
0.50,0.30,0.00,0.20,0.00,0.0621,0.0667,0.0588
0.50,0.30,0.00,0.00,0.20,0.0297,0.0287,0.0207
0.50,0.25,0.25,0.00,0.00,0.0702,0.1075,0.0740
0.50,0.25,0.00,0.25,0.00,0.0569,0.0658,0.0511
0.50,0.25,0.00,0.00,0.25,0.0328,0.0324,0.0287
0.50,0.20,0.30,0.00,0.00,0.0884,0.1171,0.1081
0.50,0.20,0.00,0.30,0.00,0.0530,0.0625,0.0647
0.50,0.20,0.00,0.00,0.30,0.0314,0.0346,0.0283
0.50,0.15,0.35,0.00,0.00,0.0701,0.1174,0.1128
0.50,0.15,0.00,0.35,0.00,0.0402,0.0531,0.0578
0.50,0.15,0.00,0.00,0.35,0.0285,0.0339,0.0297
0.50,0.10,0.40,0.00,0.00,0.0638,0.1140,0.1457
0.50,0.10,0.00,0.40,0.00,0.0384,0.0434,0.0415
0.50,0.10,0.00,0.00,0.40,0.0266,0.0248,0.0288
0.50,0.05,0.45,0.00,0.00,0.0625,0.1043,0.1694
0.50,0.05,0.00,0.45,0.00,0.0232,0.0357,0.0397
0.50,0.05,0.00,0.00,0.45,0.0228,0.0231,0.0171
0.50,0.00,0.50,0.00,0.00,0.0480,0.0774,0.1974
0.50,0.00,0.45,0.05,0.00,0.0735,0.1161,0.1780
0.50,0.00,0.45,0.00,0.05,0.0480,0.0647,0.1381
0.50,0.00,0.40,0.10,0.00,0.0859,0.1301,0.1653
0.50,0.00,0.40,0.00,0.10,0.0356,0.0507,0.0981
0.50,0.00,0.35,0.15,0.00,0.0896,0.1360,0.1592
0.50,0.00,0.35,0.00,0.15,0.0262,0.0430,0.0687
0.50,0.00,0.30,0.20,0.00,0.0910,0.1326,0.1482
0.50,0.00,0.30,0.00,0.20,0.0272,0.0348,0.0554
0.50,0.00,0.25,0.25,0.00,0.0864,0.1147,0.1212
0.50,0.00,0.25,0.00,0.25,0.0207,0.0310,0.0367
0.50,0.00,0.20,0.30,0.00,0.0704,0.1038,0.1126
0.50,0.00,0.20,0.00,0.30,0.0185,0.0231,0.0258
0.50,0.00,0.15,0.35,0.00,0.0567,0.0807,0.0890
0.50,0.00,0.15,0.00,0.35,0.0172,0.0225,0.0230
0.50,0.00,0.10,0.40,0.00,0.0461,0.0610,0.0609
0.50,0.00,0.10,0.00,0.40,0.0175,0.0184,0.0145
0.50,0.00,0.05,0.45,0.00,0.0277,0.0346,0.0441
0.50,0.00,0.05,0.00,0.45,0.0154,0.0197,0.0136
0.50,0.00,0.00,0.50,0.00,0.0209,0.0205,0.0261
0.50,0.00,0.00,0.45,0.05,0.0187,0.0263,0.0245
0.50,0.00,0.00,0.40,0.10,0.0164,0.0221,0.0217
0.50,0.00,0.00,0.35,0.15,0.0164,0.0200,0.0178
0.50,0.00,0.00,0.30,0.20,0.0129,0.0195,0.0218
0.50,0.00,0.00,0.25,0.25,0.0167,0.0188,0.0176
0.50,0.00,0.00,0.20,0.30,0.0141,0.0182,0.0195
0.50,0.00,0.00,0.15,0.35,0.0152,0.0179,0.0176
0.50,0.00,0.00,0.10,0.40,0.0177,0.0180,0.0157
0.50,0.00,0.00,0.05,0.45,0.0146,0.0179,0.0136
0.50,0.00,0.00,0.00,0.50,0.0147,0.0143,0.0127
0.45,0.55,0.00,0.00,0.00,0.0000,0.0000,0.0000
0.45,0.50,0.05,0.00,0.00,0.0216,0.0264,0.0137
0.45,0.50,0.00,0.05,0.00,0.0276,0.0266,0.0134
0.45,0.50,0.00,0.00,0.05,0.0080,0.0096,0.0029
0.45,0.45,0.10,0.00,0.00,0.0377,0.0581,0.0284
0.45,0.45,0.00,0.10,0.00,0.0432,0.0492,0.0274
0.45,0.45,0.00,0.00,0.10,0.0191,0.0208,0.0121
0.45,0.40,0.15,0.00,0.00,0.0576,0.0850,0.0457
0.45,0.40,0.00,0.15,0.00,0.0564,0.0659,0.0552
0.45,0.40,0.00,0.00,0.15,0.0323,0.0304,0.0244
0.45,0.35,0.20,0.00,0.00,0.0629,0.0933,0.0653
