intercept, -1.248946
    1a_Ag, -0.053759
    1a_Au, -0.009474
    1a_Cu, -0.045919
    1a_Pd, -0.045597
    1a_Pt,  0.000000
    2a_Ag,  0.118603
    2a_Au,  0.046702
    2a_Cu,  0.147840
    2a_Pd,  0.048287
    2a_Pt,  0.000000
    3b_Ag, -0.006125
    3b_Au, -0.001100
    3b_Cu,  0.029685
    3b_Pd, -0.004904
    3b_Pt,  0.000000
