site, 1st layer, 2nd layer, 3rd layer, adsorption energy (eV), row id ads, row id slab, site id
1,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0.312697,1,1,0
0,1,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0.298408,2,2,0
0,0,1,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,-0.120000,3,3,0
0,0,0,1,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,-0.825588,4,4,0
0,0,0,0,1,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,-1.123740,5,5,0
0,0,0,1,0,1,0,3,1,1,0,0,0,0,3,1,0,0,2,0,-0.854183,1,1,0
0,0,1,0,0,0,0,3,1,2,0,1,1,0,1,0,0,1,2,0,-0.127194,2,1,1
0,0,0,0,1,1,0,2,2,1,0,0,2,0,1,2,0,0,1,0,-1.079588,3,1,2
0,0,1,0,0,1,0,2,2,1,0,1,0,1,1,0,0,0,2,1,-0.182739,4,1,3
0,0,0,0,1,1,0,3,1,1,0,2,1,0,0,0,1,0,2,0,-1.167656,5,1,4
1,0,0,0,0,0,0,3,1,2,1,0,1,0,1,1,1,0,0,1,0.209417,6,1,5
0,0,0,1,0,0,0,3,1,2,0,1,0,1,1,1,0,0,2,0,-0.793036,7,1,6
0,0,1,0,0,1,0,2,2,1,1,1,0,0,1,0,1,1,1,0,-0.196148,8,1,7
0,0,1,0,0,1,0,3,1,1,1,0,1,1,0,1,0,1,0,1,-0.157645,9,1,8
0,0,1,0,0,3,0,1,1,1,0,0,2,1,0,2,0,1,0,0,-0.151226,10,2,0
0,0,0,0,1,2,1,1,1,1,1,0,2,0,0,3,0,0,0,0,-0.912701,11,2,1
0,0,0,1,0,1,1,2,0,2,1,0,2,0,0,1,0,1,1,0,-0.484257,12,2,2
1,0,0,0,0,1,1,2,0,2,0,1,1,1,0,3,0,0,0,0,0.197540,13,2,3
0,0,0,0,1,3,0,1,1,1,0,0,2,0,1,3,0,0,0,0,-1.090322,14,2,4
1,0,0,0,0,2,1,1,1,1,0,0,2,1,0,2,0,1,0,0,0.255874,15,2,5
0,0,1,0,0,2,1,1,1,1,0,1,1,0,1,2,0,0,1,0,-0.178659,16,2,6
1,0,0,0,0,1,1,2,0,2,0,0,2,0,1,3,0,0,0,0,0.265999,17,2,7
0,1,0,0,0,3,0,1,1,1,1,1,1,0,0,2,0,0,1,0,0.270304,18,2,8
1,0,0,0,0,0,2,1,2,1,0,1,0,1,1,0,0,1,2,0,0.276941,19,3,0
0,0,0,1,0,2,1,1,1,1,1,0,0,1,1,0,0,1,1,1,-0.677739,20,3,1
0,1,0,0,0,2,1,0,3,0,0,2,0,1,0,1,0,1,0,1,0.220231,21,3,2
0,0,1,0,0,2,1,0,3,0,2,0,0,1,0,0,0,1,1,1,-0.167767,22,3,3
0,0,0,1,0,0,2,1,2,1,1,1,1,0,0,0,0,0,0,3,-0.584543,23,3,4
0,0,0,1,0,2,1,1,1,1,0,2,0,1,0,0,0,2,0,1,-0.757102,24,3,5
0,1,0,0,0,2,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0.244478,25,3,6
0,0,0,0,1,2,1,0,3,0,0,1,1,0,1,0,0,1,1,1,-1.175410,26,3,7
1,0,0,0,0,0,2,1,2,1,1,1,0,1,0,1,0,2,0,0,0.259524,27,3,8
0,0,0,1,0,0,2,0,3,1,0,0,3,0,0,0,1,1,0,1,-0.468206,28,4,0
0,1,0,0,0,0,2,0,4,0,1,1,1,0,0,1,0,1,0,1,0.204251,29,4,1
0,1,0,0,0,0,2,0,3,1,1,0,1,1,0,1,1,0,1,0,0.252940,30,4,2
0,0,0,1,0,0,2,0,3,1,0,2,1,0,0,1,0,1,1,0,-0.635024,31,4,3
0,0,0,1,0,0,2,0,3,1,0,1,0,2,0,2,0,0,1,0,-0.706663,32,4,4
0,0,0,0,1,0,2,0,4,0,0,0,1,1,1,2,1,0,0,0,-1.224747,33,4,5
0,0,0,1,0,0,2,0,4,0,0,1,1,1,0,0,0,0,2,1,-0.736632,34,4,6
0,0,0,1,0,0,2,0,3,1,0,0,1,1,1,1,0,0,0,2,-0.656471,35,4,7
0,1,0,0,0,0,2,0,3,1,1,1,0,0,1,1,0,0,1,1,0.280051,36,4,8
0,0,0,1,0,3,0,0,2,1,1,0,0,1,1,1,1,0,0,1,-0.843852,37,5,0
1,0,0,0,0,1,1,0,3,1,0,0,1,2,0,0,1,1,1,0,0.259231,38,5,1
0,0,0,1,0,2,1,0,3,0,1,0,1,0,1,1,0,1,1,0,-0.827052,39,5,2
1,0,0,0,0,2,1,0,3,0,0,0,0,2,1,0,1,0,0,2,0.187167,40,5,3
